,Drug1_ID,Drug2_ID,label
9921,DB00328,DB01082,1
9922,DB01202,DB06201,1
9923,DB00877,DB04905,1
9924,DB00420,DB09271,1
9925,DB00672,DB09009,1
9926,DB01409,DB06148,1
9927,DB00520,DB00625,1
9928,DB00833,DB00919,1
9929,DB00015,DB00784,1
9930,DB00052,DB00783,1
9931,DB00980,DB09054,1
9932,DB01377,DB06701,1
9933,DB00182,DB00983,1
9934,DB00490,DB00559,1
9935,DB00214,DB00564,1
9936,DB00188,DB00196,1
9937,DB00007,DB08912,1
9938,DB00864,DB05679,1
9939,DB00715,DB04861,1
9940,DB00031,DB01104,1
9941,DB00615,DB01357,1
9942,DB00690,DB06290,1
9943,DB01041,DB01224,1
9944,DB00136,DB01418,1
9945,DB01045,DB09071,1
9946,DB00280,DB01193,1
9947,DB00707,DB01118,1
9948,DB00648,DB08827,1
9949,DB01225,DB09068,1
9950,DB01225,DB01551,1
9951,DB00784,DB06605,1
9952,DB00321,DB00451,1
9953,DB01097,DB01101,1
9954,DB00215,DB00757,1
9955,DB00073,DB00612,1
9956,DB00187,DB01118,1
9957,DB00244,DB06723,1
9958,DB08794,DB09030,1
9959,DB00637,DB01264,1
9960,DB00861,DB03619,1
9961,DB00875,DB01233,1
9962,DB00468,DB01016,1
9963,DB00070,DB00783,1
9964,DB00752,DB01364,1
9965,DB00042,DB00780,1
9966,DB00813,DB00852,1
9967,DB00461,DB01275,1
9968,DB00284,DB00390,1
9969,DB00022,DB01151,1
9970,DB00316,DB01193,1
9971,DB00834,DB06636,1
9972,DB01067,DB08907,1
9973,DB00022,DB00264,1
9974,DB01037,DB01623,1
9975,DB01176,DB08893,1
9976,DB00312,DB00598,1
9977,DB00595,DB01060,1
9978,DB01100,DB09063,1
9979,DB01238,DB06700,1
9980,DB00248,DB00668,1
9981,DB00863,DB06589,1
9982,DB01203,DB04905,1
9983,DB00503,DB01151,1
9984,DB00222,DB00877,1
9985,DB00788,DB01208,1
9986,DB00648,DB00906,1
9987,DB00498,DB00749,1
9988,DB00573,DB04272,1
9989,DB00343,DB09083,1
9990,DB00343,DB00393,1
9991,DB00030,DB00738,1
9992,DB00559,DB01229,1
9993,DB00268,DB00269,1
9994,DB00461,DB01398,1
9995,DB00213,DB00625,1
9996,DB00374,DB06695,1
9997,DB00081,DB06754,1
9998,DB00531,DB06290,1
9999,DB00715,DB01106,1
10000,DB01037,DB06706,1
10001,DB00054,DB06822,1
10002,DB00502,DB09048,1
10003,DB06695,DB11133,1
10004,DB06817,DB09545,1
10005,DB06822,DB08794,1
10006,DB00243,DB09063,1
10007,DB01080,DB01403,1
10008,DB00571,DB01614,1
10009,DB01115,DB01210,1
10010,DB00374,DB09539,1
10011,DB01017,DB04841,1
10012,DB00830,DB00938,1
10013,DB00289,DB01238,1
10014,DB01354,DB08822,1
10015,DB01068,DB09036,1
10016,DB00541,DB01254,1
10017,DB01018,DB01119,1
10018,DB01023,DB01201,1
10019,DB00367,DB01276,1
10020,DB00387,DB06204,1
10021,DB00945,DB01577,1
10022,DB00332,DB09272,1
10023,DB00206,DB00540,1
10024,DB00563,DB08976,1
10025,DB00248,DB04861,1
10026,DB00661,DB01026,1
10027,DB00218,DB00266,1
10028,DB00672,DB01418,1
10029,DB01259,DB06695,1
10030,DB00697,DB01223,1
10031,DB00908,DB01151,1
10032,DB01054,DB01162,1
10033,DB00382,DB00975,1
10034,DB00564,DB00715,1
10035,DB00852,DB00895,1
10036,DB00968,DB01171,1
10037,DB00028,DB00783,1
10038,DB00014,DB00215,1
10039,DB01098,DB05521,1
10040,DB00202,DB01057,1
10041,DB00684,DB00720,1
10042,DB00418,DB00489,1
10043,DB00876,DB04884,1
10044,DB00953,DB06288,1
10045,DB00321,DB01576,1
10046,DB00176,DB01174,1
10047,DB00831,DB04896,1
10048,DB00176,DB00933,1
10049,DB01026,DB01045,1
10050,DB00687,DB00912,1
10051,DB00585,DB09027,1
10052,DB00503,DB00683,1
10053,DB00773,DB08933,1
10054,DB00470,DB00497,1
10055,DB00603,DB01149,1
10056,DB01224,DB06684,1
10057,DB01219,DB09054,1
10058,DB01614,DB09104,1
10059,DB01100,DB09271,1
10060,DB00436,DB08882,1
10061,DB01176,DB01409,1
10062,DB01380,DB01609,1
10063,DB04825,DB11093,1
10064,DB01016,DB01261,1
10065,DB01017,DB01075,1
10066,DB01171,DB01403,1
10067,DB08904,DB08910,1
10068,DB00238,DB01026,1
10069,DB05278,DB06335,1
10070,DB00065,DB06605,1
10071,DB00374,DB01175,1
10072,DB00503,DB00834,1
10073,DB00391,DB00924,1
10074,DB00690,DB09118,1
10075,DB01211,DB01259,1
10076,DB00715,DB05278,1
10077,DB00582,DB00918,1
10078,DB00136,DB09073,1
10079,DB09054,DB09401,1
10080,DB00371,DB00557,1
10081,DB00266,DB01009,1
10082,DB00444,DB01323,1
10083,DB00752,DB06148,1
10084,DB01208,DB09407,1
10085,DB01240,DB06271,1
10086,DB01156,DB04871,1
10087,DB00285,DB00749,1
10088,DB00414,DB00620,1
10089,DB00374,DB00393,1
10090,DB00582,DB01023,1
10091,DB00398,DB00582,1
10092,DB00181,DB00193,1
10093,DB00215,DB04842,1
10094,DB00872,DB04868,1
10095,DB06754,DB08935,1
10096,DB00841,DB00907,1
10097,DB00623,DB01017,1
10098,DB00503,DB06589,1
10099,DB00220,DB01016,1
10100,DB00343,DB05109,1
10101,DB00988,DB08815,1
10102,DB00337,DB04868,1
10103,DB00715,DB01551,1
10104,DB00454,DB00601,1
10105,DB00181,DB01221,1
10106,DB00366,DB01623,1
10107,DB00321,DB00420,1
10108,DB01184,DB05521,1
10109,DB00261,DB01207,1
10110,DB00480,DB06273,1
10111,DB01045,DB09272,1
10112,DB01026,DB01323,1
10113,DB00320,DB08933,1
10114,DB00813,DB00889,1
10115,DB01167,DB08820,1
10116,DB00232,DB00422,1
10117,DB00211,DB01244,1
10118,DB00575,DB01203,1
10119,DB01263,DB06616,1
10120,DB00195,DB01353,1
10121,DB00715,DB01038,1
10122,DB00031,DB00749,1
10123,DB00673,DB01018,1
10124,DB00593,DB06290,1
10125,DB00181,DB00909,1
10126,DB00070,DB00860,1
10127,DB06684,DB06695,1
10128,DB00108,DB09073,1
10129,DB01211,DB04868,1
10130,DB00424,DB00470,1
10131,DB01621,DB09048,1
10132,DB00862,DB04861,1
10133,DB00897,DB01026,1
10134,DB00959,DB01072,1
10135,DB00586,DB00930,1
10136,DB00715,DB01156,1
10137,DB00007,DB00491,1
10138,DB00224,DB08914,1
10139,DB00390,DB01319,1
10140,DB00227,DB01254,1
10141,DB00974,DB01088,1
10142,DB00121,DB00485,1
10143,DB00877,DB01232,1
10144,DB06715,DB09293,1
10145,DB00182,DB00726,1
10146,DB00871,DB01556,1
10147,DB00482,DB06271,1
10148,DB00224,DB00918,1
10149,DB00175,DB05521,1
10150,DB01137,DB09267,1
10151,DB00409,DB01233,1
10152,DB00811,DB00879,1
10153,DB00559,DB00622,1
10154,DB00717,DB01432,1
10155,DB00086,DB00586,1
10156,DB04868,DB06273,1
10157,DB00211,DB01556,1
10158,DB00834,DB04884,1
10159,DB01061,DB01082,1
10160,DB00206,DB00601,1
10161,DB00722,DB00820,1
10162,DB00999,DB04876,1
10163,DB04896,DB11133,1
10164,DB00215,DB08868,1
10165,DB00959,DB09065,1
10166,DB00398,DB09288,1
10167,DB00384,DB00407,1
10168,DB01045,DB09063,1
10169,DB01083,DB01511,1
10170,DB01560,DB06153,1
10171,DB00250,DB01612,1
10172,DB00041,DB01224,1
10173,DB00484,DB09117,1
10174,DB00690,DB09054,1
10175,DB00853,DB06688,1
10176,DB01263,DB09049,1
10177,DB00388,DB00422,1
10178,DB00794,DB00898,1
10179,DB00559,DB00820,1
10180,DB01098,DB01393,1
10181,DB00318,DB01104,1
10182,DB08875,DB09073,1
10183,DB00280,DB00672,1
10184,DB00898,DB01367,1
10185,DB00543,DB00898,1
10186,DB00269,DB00688,1
10187,DB01156,DB04946,1
10188,DB00248,DB01267,1
10189,DB00312,DB00964,1
10190,DB00765,DB00956,1
10191,DB01009,DB01398,1
10192,DB00390,DB09287,1
10193,DB00266,DB01060,1
10194,DB00393,DB00476,1
10195,DB00177,DB00964,1
10196,DB00206,DB01232,1
10197,DB01118,DB01244,1
10198,DB01219,DB08912,1
10199,DB00201,DB01354,1
10200,DB00820,DB01612,1
10201,DB06228,DB09036,1
10202,DB00672,DB01136,1
10203,DB01319,DB09039,1
10204,DB00072,DB00488,1
10205,DB00277,DB01407,1
10206,DB00477,DB01264,1
10207,DB00460,DB00573,1
10208,DB00935,DB01551,1
10209,DB00864,DB04572,1
10210,DB00208,DB01223,1
10211,DB00237,DB09123,1
10212,DB00176,DB08794,1
10213,DB00237,DB01418,1
10214,DB00468,DB01208,1
10215,DB00924,DB00972,1
10216,DB00986,DB04924,1
10217,DB00679,DB00707,1
10218,DB00479,DB00578,1
10219,DB01288,DB01576,1
10220,DB00378,DB09075,1
10221,DB00897,DB02703,1
10222,DB00283,DB00765,1
10223,DB00722,DB00945,1
10224,DB00474,DB01357,1
10225,DB00619,DB01050,1
10226,DB00514,DB01264,1
10227,DB00620,DB01656,1
10228,DB00268,DB00564,1
10229,DB00252,DB01008,1
10230,DB00195,DB00422,1
10231,DB00615,DB06212,1
10232,DB00724,DB00864,1
10233,DB00749,DB00974,1
10234,DB00823,DB01109,1
10235,DB00070,DB00394,1
10236,DB00503,DB02703,1
10237,DB00196,DB01181,1
10238,DB00898,DB00911,1
10239,DB00865,DB01267,1
10240,DB00820,DB09477,1
10241,DB01319,DB09083,1
10242,DB01359,DB09282,1
10243,DB00342,DB01232,1
10244,DB00425,DB00559,1
10245,DB01072,DB08865,1
10246,DB00921,DB01021,1
10247,DB00008,DB00697,1
10248,DB00623,DB06288,1
10249,DB01151,DB01624,1
10250,DB00418,DB00612,1
10251,DB00461,DB00955,1
10252,DB00346,DB00503,1
10253,DB00333,DB00765,1
10254,DB00648,DB06287,1
10255,DB00572,DB01037,1
10256,DB00862,DB00960,1
10257,DB00159,DB00726,1
10258,DB00418,DB00571,1
10259,DB00401,DB04884,1
10260,DB00436,DB01354,1
10261,DB00988,DB11124,1
10262,DB00559,DB09068,1
10263,DB00454,DB00875,1
10264,DB00656,DB01609,1
10265,DB00612,DB00975,1
10266,DB00268,DB01219,1
10267,DB00541,DB09073,1
10268,DB00573,DB01398,1
10269,DB00938,DB06698,1
10270,DB00957,DB04876,1
10271,DB01251,DB06789,1
10272,DB00673,DB09083,1
10273,DB00794,DB11256,1
10274,DB00783,DB00912,1
10275,DB00672,DB01232,1
10276,DB00503,DB09027,1
10277,DB00486,DB00497,1
10278,DB00908,DB08820,1
10279,DB00657,DB09220,1
10280,DB00695,DB01306,1
10281,DB00328,DB09053,1
10282,DB00648,DB08820,1
10283,DB00104,DB01184,1
10284,DB01024,DB09323,1
10285,DB00315,DB00889,1
10286,DB00266,DB01098,1
10287,DB00241,DB01023,1
10288,DB00081,DB09075,1
10289,DB00181,DB00540,1
10290,DB00252,DB00503,1
10291,DB00677,DB00977,1
10292,DB00501,DB00675,1
10293,DB06207,DB08933,1
10294,DB00218,DB09267,1
10295,DB01307,DB02546,1
10296,DB00688,DB01656,1
10297,DB01320,DB08882,1
10298,DB00951,DB01201,1
10299,DB00031,DB00261,1
10300,DB00047,DB00246,1
10301,DB00550,DB09293,1
10302,DB01254,DB08813,1
10303,DB00081,DB06228,1
10304,DB00363,DB00958,1
10305,DB06287,DB06290,1
10306,DB00091,DB00749,1
10307,DB00335,DB06218,1
10308,DB01021,DB09564,1
10309,DB00177,DB00350,1
10310,DB01394,DB09073,1
10311,DB00224,DB05773,1
10312,DB01120,DB01232,1
10313,DB00476,DB01210,1
10314,DB00755,DB05812,1
10315,DB00820,DB09073,1
10316,DB01037,DB01224,1
10317,DB00839,DB06335,1
10318,DB00177,DB01275,1
10319,DB00206,DB00674,1
10320,DB00502,DB00865,1
10321,DB00193,DB09290,1
10322,DB00434,DB00450,1
10323,DB00214,DB01306,1
10324,DB00871,DB01064,1
10325,DB01169,DB01309,1
10326,DB00083,DB01151,1
10327,DB01104,DB06779,1
10328,DB01104,DB11133,1
10329,DB00046,DB00280,1
10330,DB00224,DB00337,1
10331,DB00311,DB00844,1
10332,DB00182,DB00835,1
10333,DB00041,DB00393,1
10334,DB00072,DB00322,1
10335,DB00313,DB00794,1
10336,DB01109,DB01600,1
10337,DB00559,DB01418,1
10338,DB00672,DB08914,1
10339,DB00252,DB09401,1
10340,DB00465,DB01356,1
10341,DB00199,DB00653,1
10342,DB00030,DB00957,1
10343,DB00700,DB09477,1
10344,DB00250,DB01438,1
10345,DB00363,DB00526,1
10346,DB00091,DB00997,1
10347,DB00474,DB00571,1
10348,DB06204,DB06216,1
10349,DB00367,DB00555,1
10350,DB00047,DB01232,1
10351,DB00361,DB00559,1
10352,DB00898,DB01501,1
10353,DB05294,DB06589,1
10354,DB00317,DB08912,1
10355,DB00603,DB08883,1
10356,DB00388,DB00983,1
10357,DB00269,DB00523,1
10358,DB00956,DB06274,1
10359,DB00903,DB01353,1
10360,DB00263,DB01120,1
10361,DB01104,DB01356,1
10362,DB00590,DB00806,1
10363,DB01009,DB01296,1
10364,DB00441,DB08895,1
10365,DB00559,DB00683,1
10366,DB00503,DB01621,1
10367,DB00991,DB00994,1
10368,DB00402,DB00921,1
10369,DB00388,DB06704,1
10370,DB00656,DB08912,1
10371,DB00275,DB00734,1
10372,DB00342,DB09065,1
10373,DB00918,DB04884,1
10374,DB06288,DB09128,1
10375,DB00773,DB02703,1
10376,DB00595,DB09320,1
10377,DB00181,DB01242,1
10378,DB01020,DB09054,1
10379,DB00937,DB01193,1
10380,DB00399,DB00919,1
10381,DB00765,DB09072,1
10382,DB00780,DB01119,1
10383,DB01254,DB09401,1
10384,DB00418,DB09038,1
10385,DB00398,DB01656,1
10386,DB00790,DB06196,1
10387,DB00237,DB00543,1
10388,DB00687,DB01398,1
10389,DB00046,DB00741,1
10390,DB00956,DB01069,1
10391,DB01148,DB08893,1
10392,DB00065,DB00275,1
10393,DB00820,DB01211,1
10394,DB00682,DB04272,1
10395,DB01172,DB01413,1
10396,DB00512,DB00784,1
10397,DB01017,DB01294,1
10398,DB00547,DB01609,1
10399,DB00458,DB09065,1
10400,DB00835,DB01576,1
10401,DB00687,DB00976,1
10402,DB00433,DB00454,1
10403,DB00684,DB01604,1
10404,DB09048,DB09063,1
10405,DB00166,DB09407,1
10406,DB00563,DB00991,1
10407,DB01142,DB09065,1
10408,DB00476,DB00715,1
10409,DB00413,DB09117,1
10410,DB00196,DB04835,1
10411,DB00690,DB06717,1
10412,DB00215,DB01274,1
10413,DB00013,DB01600,1
10414,DB00673,DB00682,1
10415,DB00738,DB01398,1
10416,DB00021,DB00972,1
10417,DB00366,DB00564,1
10418,DB00524,DB06203,1
10419,DB00877,DB08933,1
10420,DB00627,DB01251,1
10421,DB00182,DB01618,1
10422,DB00030,DB00823,1
10423,DB00321,DB01072,1
10424,DB00254,DB00893,1
10425,DB00956,DB01142,1
10426,DB00375,DB01039,1
10427,DB00590,DB08935,1
10428,DB01042,DB01656,1
10429,DB01038,DB06684,1
10430,DB00436,DB06335,1
10431,DB01087,DB06603,1
10432,DB00193,DB00767,1
10433,DB01614,DB04871,1
10434,DB00477,DB00653,1
10435,DB00697,DB00714,1
10436,DB00739,DB01082,1
10437,DB09054,DB09123,1
10438,DB00865,DB06413,1
10439,DB00956,DB06204,1
10440,DB00208,DB00934,1
10441,DB00046,DB00440,1
10442,DB00279,DB01320,1
10443,DB00443,DB08882,1
10444,DB00559,DB00673,1
10445,DB00956,DB01118,1
10446,DB00224,DB06414,1
10447,DB00790,DB11354,1
10448,DB00727,DB00862,1
10449,DB00193,DB00502,1
10450,DB00479,DB00814,1
10451,DB01222,DB09067,1
10452,DB00243,DB01167,1
10453,DB00206,DB09097,1
10454,DB00312,DB01244,1
10455,DB00390,DB01611,1
10456,DB00759,DB06273,1
10457,DB00814,DB01014,1
10458,DB00333,DB06288,1
10459,DB06414,DB06697,1
10460,DB00332,DB00748,1
10461,DB00697,DB08877,1
10462,DB06273,DB09065,1
10463,DB06791,DB08882,1
10464,DB00387,DB09300,1
10465,DB01136,DB09049,1
10466,DB00606,DB00611,1
10467,DB01319,DB05521,1
10468,DB00252,DB00625,1
10469,DB00363,DB00762,1
10470,DB00484,DB09128,1
10471,DB00690,DB00715,1
10472,DB00814,DB08794,1
10473,DB01198,DB08873,1
10474,DB00390,DB00489,1
10475,DB00215,DB09039,1
10476,DB00349,DB00715,1
10477,DB00590,DB04825,1
10478,DB00790,DB09026,1
10479,DB09034,DB09118,1
10480,DB00050,DB00089,1
10481,DB00414,DB01406,1
10482,DB00091,DB09272,1
10483,DB00310,DB00454,1
10484,DB00285,DB01182,1
10485,DB01005,DB06643,1
10486,DB00381,DB00692,1
10487,DB00086,DB01166,1
10488,DB01601,DB08882,1
10489,DB00191,DB01291,1
10490,DB00203,DB00322,1
10491,DB00409,DB00726,1
10492,DB00387,DB00950,1
10493,DB01254,DB01600,1
10494,DB00470,DB01364,1
10495,DB01394,DB04868,1
10496,DB00752,DB00899,1
10497,DB00224,DB04908,1
10498,DB00220,DB00783,1
10499,DB00215,DB06779,1
10500,DB00471,DB09280,1
10501,DB00454,DB01173,1
10502,DB00918,DB01263,1
10503,DB00454,DB01021,1
10504,DB00246,DB01367,1
10505,DB00420,DB01142,1
10506,DB00252,DB00997,1
10507,DB01203,DB08868,1
10508,DB09118,DB09401,1
10509,DB00029,DB09030,1
10510,DB00408,DB01356,1
10511,DB00834,DB06825,1
10512,DB00539,DB01174,1
10513,DB00103,DB00798,1
10514,DB01142,DB06603,1
10515,DB00475,DB01320,1
10516,DB00696,DB01624,1
10517,DB00492,DB01109,1
10518,DB00918,DB01211,1
10519,DB01224,DB08907,1
10520,DB01623,DB04844,1
10521,DB00246,DB00921,1
10522,DB00622,DB08935,1
10523,DB06212,DB06636,1
10524,DB00607,DB09074,1
10525,DB00422,DB00881,1
10526,DB00266,DB09539,1
10527,DB00653,DB01059,1
10528,DB00871,DB11124,1
10529,DB00839,DB01309,1
10530,DB00035,DB00687,1
10531,DB00082,DB00412,1
10532,DB00041,DB08906,1
10533,DB00222,DB00310,1
10534,DB09074,DB09118,1
10535,DB00328,DB00460,1
10536,DB00333,DB00408,1
10537,DB00465,DB00946,1
10538,DB00268,DB09072,1
10539,DB00687,DB06723,1
10540,DB00930,DB01583,1
10541,DB00285,DB00582,1
10542,DB00679,DB09072,1
10543,DB00924,DB00933,1
10544,DB00199,DB00337,1
10545,DB00215,DB00408,1
10546,DB01083,DB09119,1
10547,DB00612,DB09073,1
10548,DB00418,DB00715,1
10549,DB01218,DB09065,1
10550,DB00449,DB00816,1
10551,DB00780,DB01576,1
10552,DB00203,DB04871,1
10553,DB00334,DB00956,1
10554,DB00283,DB09034,1
10555,DB00041,DB06786,1
10556,DB00897,DB00976,1
10557,DB04574,DB06273,1
10558,DB00621,DB00912,1
10559,DB00706,DB01254,1
10560,DB00035,DB00482,1
10561,DB00285,DB06704,1
10562,DB06228,DB09065,1
10563,DB01238,DB08865,1
10564,DB00252,DB00499,1
10565,DB00734,DB01200,1
10566,DB01403,DB06201,1
10567,DB01254,DB06772,1
10568,DB00455,DB00613,1
10569,DB00266,DB00554,1
10570,DB00860,DB01120,1
10571,DB00381,DB00457,1
10572,DB06153,DB09290,1
10573,DB00813,DB05521,1
10574,DB00204,DB00358,1
10575,DB00502,DB01050,1
10576,DB00557,DB00737,1
10577,DB00482,DB00613,1
10578,DB00201,DB00250,1
10579,DB00503,DB00637,1
10580,DB00860,DB01016,1
10581,DB00661,DB09102,1
10582,DB00269,DB01380,1
10583,DB00215,DB06216,1
10584,DB00975,DB04272,1
10585,DB09034,DB09071,1
10586,DB00608,DB06702,1
10587,DB09272,DB11181,1
10588,DB00332,DB00420,1
10589,DB00559,DB06684,1
10590,DB00181,DB06153,1
10591,DB00266,DB00582,1
10592,DB00495,DB01232,1
10593,DB00715,DB01189,1
10594,DB00275,DB00468,1
10595,DB00337,DB06603,1
10596,DB00454,DB09072,1
10597,DB00843,DB04842,1
10598,DB00852,DB00865,1
10599,DB00273,DB00294,1
10600,DB00393,DB00990,1
10601,DB06605,DB09063,1
10602,DB00072,DB00445,1
10603,DB01239,DB04844,1
10604,DB00246,DB00843,1
10605,DB00672,DB01319,1
10606,DB01196,DB06724,1
10607,DB00275,DB06210,1
10608,DB01403,DB01440,1
10609,DB00717,DB01309,1
10610,DB00775,DB01207,1
10611,DB00081,DB01050,1
10612,DB00237,DB00887,1
10613,DB00022,DB00697,1
10614,DB05239,DB09330,1
10615,DB06779,DB08887,1
10616,DB01049,DB08873,1
10617,DB00216,DB01149,1
10618,DB00515,DB00695,1
10619,DB00413,DB00985,1
10620,DB00690,DB06273,1
10621,DB00615,DB01023,1
10622,DB00243,DB00863,1
10623,DB00696,DB09073,1
10624,DB01354,DB01612,1
10625,DB00295,DB00652,1
10626,DB00652,DB00765,1
10627,DB04946,DB08907,1
10628,DB01045,DB06228,1
10629,DB00224,DB01323,1
10630,DB00220,DB00269,1
10631,DB00422,DB00714,1
10632,DB00603,DB00949,1
10633,DB00588,DB00598,1
10634,DB00714,DB00757,1
10635,DB00022,DB00679,1
10636,DB06210,DB06290,1
10637,DB06605,DB11133,1
10638,DB00708,DB08877,1
10639,DB00559,DB01016,1
10640,DB00834,DB00865,1
10641,DB00252,DB01175,1
10642,DB00312,DB00999,1
10643,DB00734,DB01193,1
10644,DB00752,DB01144,1
10645,DB00656,DB06288,1
10646,DB00187,DB00211,1
10647,DB00346,DB00695,1
10648,DB05259,DB06643,1
10649,DB00696,DB06808,1
10650,DB00295,DB00387,1
10651,DB00884,DB01609,1
10652,DB00571,DB01353,1
10653,DB01072,DB01307,1
10654,DB00747,DB01173,1
10655,DB00816,DB01367,1
10656,DB00794,DB01590,1
10657,DB00091,DB09026,1
10658,DB00569,DB08816,1
10659,DB00924,DB01178,1
10660,DB00635,DB03793,1
10661,DB00582,DB01201,1
10662,DB00046,DB00436,1
10663,DB00391,DB00476,1
10664,DB00452,DB00695,1
10665,DB00496,DB00872,1
10666,DB00248,DB01100,1
10667,DB00434,DB01278,1
10668,DB00967,DB06201,1
10669,DB00989,DB03128,1
10670,DB00523,DB00707,1
10671,DB00337,DB00635,1
10672,DB00295,DB00363,1
10673,DB00379,DB00924,1
10674,DB00078,DB04272,1
10675,DB00433,DB00476,1
10676,DB00822,DB01072,1
10677,DB01623,DB08893,1
10678,DB00422,DB00999,1
10679,DB00254,DB01605,1
10680,DB00349,DB01440,1
10681,DB00175,DB06792,1
10682,DB01021,DB01432,1
10683,DB00690,DB01319,1
10684,DB00334,DB01142,1
10685,DB00297,DB01203,1
10686,DB00881,DB01356,1
10687,DB00091,DB01232,1
10688,DB04272,DB06754,1
10689,DB00908,DB01115,1
10690,DB00734,DB01049,1
10691,DB00211,DB00241,1
10692,DB00318,DB00903,1
10693,DB00414,DB06287,1
10694,DB00420,DB04896,1
10695,DB01036,DB01232,1
10696,DB00367,DB00374,1
10697,DB00227,DB08820,1
10698,DB00273,DB01036,1
10699,DB00872,DB00997,1
10700,DB00420,DB01049,1
10701,DB00470,DB00816,1
10702,DB01076,DB09102,1
10703,DB08930,DB09322,1
10704,DB00697,DB01235,1
10705,DB00470,DB00867,1
10706,DB00176,DB00907,1
10707,DB00436,DB00780,1
10708,DB00490,DB01175,1
10709,DB01238,DB01264,1
10710,DB00906,DB00921,1
10711,DB00752,DB01023,1
10712,DB00213,DB09119,1
10713,DB00806,DB00968,1
10714,DB00454,DB01320,1
10715,DB01002,DB01263,1
10716,DB00280,DB01320,1
10717,DB00214,DB01241,1
10718,DB00370,DB00956,1
10719,DB00872,DB01229,1
10720,DB00277,DB00612,1
10721,DB00387,DB00813,1
10722,DB00450,DB00476,1
10723,DB08889,DB09280,1
10724,DB00921,DB01114,1
10725,DB00165,DB00252,1
10726,DB00418,DB00727,1
10727,DB01234,DB01268,1
10728,DB00508,DB09068,1
10729,DB00250,DB01201,1
10730,DB01403,DB04908,1
10731,DB00476,DB01618,1
10732,DB06212,DB08933,1
10733,DB00653,DB06216,1
10734,DB00341,DB00370,1
10735,DB00877,DB01124,1
10736,DB00433,DB00956,1
10737,DB00387,DB00985,1
10738,DB00908,DB09054,1
10739,DB00503,DB00706,1
10740,DB00440,DB00691,1
10741,DB00648,DB08931,1
10742,DB00266,DB01151,1
10743,DB00496,DB09073,1
10744,DB01120,DB01208,1
10745,DB00402,DB00972,1
10746,DB00381,DB00613,1
10747,DB00206,DB08916,1
10748,DB00477,DB00490,1
10749,DB01211,DB01234,1
10750,DB00398,DB00762,1
10751,DB00196,DB01124,1
10752,DB00328,DB01021,1
10753,DB00834,DB01100,1
10754,DB01248,DB09036,1
10755,DB00472,DB01403,1
10756,DB00897,DB00972,1
10757,DB01017,DB01215,1
10758,DB00543,DB06603,1
10759,DB00765,DB01068,1
10760,DB00554,DB04272,1
10761,DB01263,DB08815,1
10762,DB00976,DB09071,1
10763,DB00321,DB00586,1
10764,DB00374,DB11095,1
10765,DB00450,DB09083,1
10766,DB00391,DB00458,1
10767,DB00835,DB00956,1
10768,DB00136,DB00653,1
10769,DB06290,DB09143,1
10770,DB00054,DB09211,1
10771,DB00041,DB00201,1
10772,DB00571,DB09273,1
10773,DB01233,DB04896,1
10774,DB00279,DB11126,1
10775,DB00904,DB01175,1
10776,DB00213,DB05812,1
10777,DB00344,DB00889,1
10778,DB00813,DB01149,1
10779,DB00211,DB00841,1
10780,DB01183,DB06800,1
10781,DB00254,DB01000,1
10782,DB00408,DB00656,1
10783,DB00604,DB01232,1
10784,DB00344,DB00850,1
10785,DB00503,DB06414,1
10786,DB00723,DB00907,1
10787,DB00474,DB06201,1
10788,DB00623,DB01264,1
10789,DB01007,DB01238,1
10790,DB00543,DB06288,1
10791,DB00186,DB04953,1
10792,DB00434,DB01037,1
10793,DB01189,DB06204,1
10794,DB00484,DB00921,1
10795,DB01418,DB06730,1
10796,DB00280,DB01409,1
10797,DB00736,DB00884,1
10798,DB00569,DB00686,1
10799,DB00335,DB00986,1
10800,DB01609,DB09083,1
10801,DB00214,DB00871,1
10802,DB00425,DB01403,1
10803,DB00653,DB00683,1
10804,DB00252,DB00822,1
10805,DB00273,DB00819,1
10806,DB00328,DB01254,1
10807,DB08918,DB09073,1
10808,DB00015,DB06700,1
10809,DB00539,DB01211,1
10810,DB00569,DB00814,1
10811,DB01032,DB01208,1
10812,DB00337,DB01204,1
10813,DB00241,DB00368,1
10814,DB00887,DB09282,1
10815,DB00321,DB00388,1
10816,DB00508,DB01247,1
10817,DB00544,DB01418,1
10818,DB00470,DB01174,1
10819,DB00780,DB00961,1
10820,DB06711,DB09082,1
10821,DB06290,DB09119,1
10822,DB00726,DB08893,1
10823,DB00215,DB00697,1
10824,DB00476,DB00623,1
10825,DB00363,DB08899,1
10826,DB00780,DB00986,1
10827,DB01018,DB01158,1
10828,DB00722,DB01235,1
10829,DB00263,DB00528,1
10830,DB06695,DB11249,1
10831,DB00277,DB01288,1
10832,DB00715,DB08872,1
10833,DB01259,DB01609,1
10834,DB00465,DB00991,1
10835,DB00657,DB00994,1
10836,DB00608,DB04861,1
10837,DB01201,DB09071,1
10838,DB01288,DB06413,1
10839,DB00104,DB06663,1
10840,DB00279,DB00726,1
10841,DB00831,DB01577,1
10842,DB00266,DB01263,1
10843,DB00687,DB00717,1
10844,DB00018,DB00363,1
10845,DB00976,DB06335,1
10846,DB01166,DB09211,1
10847,DB00089,DB00957,1
10848,DB00479,DB01603,1
10849,DB00282,DB00605,1
10850,DB00775,DB09211,1
10851,DB01050,DB06779,1
10852,DB00387,DB00747,1
