,Entity_ID
4650,7763
4651,7764
4652,C0014522
4653,C0085409
4654,7775
4655,7779
4656,7780
4657,7781
4658,7782
4659,7783
4660,7784
4661,C0205851
4662,C2700406
4663,7799
4664,7802
4665,7803
4666,7804
4667,7805
4668,C3554001
4669,7809
4670,138883
4671,7818
4672,C0027643
4673,7827
4674,C3150416
4675,7832
4676,7837
4677,7840
4678,7841
4679,7844
4680,7846
4681,7849
4682,7850
4683,C0022333
4684,7852
4685,7855
4686,7862
4687,7867
4688,7869
4689,7871
4690,7874
4691,7879
4692,C0349231
4693,C0243050
4694,C1837218
4695,7903
4696,7905
4697,C1855627
4698,7913
4699,7915
4700,7916
4701,401138
4702,7923
4703,401145
4704,7941
4705,7942
4706,C1852020
4707,C1535942
4708,C0751402
4709,C0030848
4710,7957
4711,C1853118
4712,C2212006
4713,7971
4714,7976
4715,C0233608
4716,C4310730
4717,7979
4718,7980
4719,C3552852
4720,7984
4721,C4015557
4722,7991
4723,401207
4724,7994
4725,C0205713
4726,8000
4727,C2608084
4728,C1863391
4729,C2675866
4730,139081
4731,C2931038
4732,C0432253
4733,8013
4734,C0205770
4735,C0023817
4736,C0751489
4737,8019
4738,C0238198
4739,8021
4740,8022
4741,C3810001
4742,C4225289
4743,8027
4744,8028
4745,8029
4746,8030
4747,8031
4748,C0002312
4749,139105
4750,C4310687
4751,8036
4752,8038
4753,8048
4754,8050
4755,C0699885
4756,C0026552
4757,C0002171
4758,139135
4759,8065
4760,401285
4761,8074
4762,C1842852
4763,8076
4764,8079
4765,8085
4766,8086
4767,8087
4768,8089
4769,8091
4770,8092
4771,C4273658
4772,8100
4773,8106
4774,8110
4775,8111
4776,C1857811
4777,8115
4778,139189
4779,8120
4780,8125
4781,C1257931
4782,8128
4783,8131
4784,C1867468
4785,8139
4786,8140
4787,139212
4788,C2930745
4789,C0003868
4790,8148
4791,C2750091
4792,C2931286
4793,8163
4794,8165
4795,8174
4796,8189
4797,8190
4798,8192
4799,8193
4800,8195
4801,8200
4802,C0432322
4803,8202
4804,8204
4805,8208
4806,139285
4807,8214
4808,8216
4809,8218
4810,8220
4811,8224
4812,8226
4813,8227
4814,8228
4815,C1332079
4816,8233
4817,C0265222
4818,8239
4819,8241
4820,8242
4821,8243
4822,401474
4823,8260
4824,8270
4825,C0752202
4826,C1856303
4827,8277
4828,C0393576
4829,8284
4830,8287
4831,8288
4832,8289
4833,8290
4834,8291
4835,8292
4836,8295
4837,C0086774
4838,8301
4839,8302
4840,139378
4841,8309
4842,8312
4843,8313
4844,8314
4845,8315
4846,C0272322
4847,8318
4848,8320
4849,8322
4850,8323
4851,8325
4852,8328
4853,8332
4854,C1956411
4855,C2930820
4856,8339
4857,139411
4858,8342
4859,8347
4860,8350
4861,8351
4862,8352
4863,8353
4864,8354
4865,8355
4866,8356
4867,8357
4868,8358
4869,8359
4870,8360
4871,8364
4872,8365
4873,8366
4874,C2677770
4875,C3809309
4876,8379
4877,8388
4878,C0520966
4879,C0152441
4880,401612
4881,8398
4882,8402
4883,8404
4884,8405
4885,8407
4886,8408
4887,8409
4888,C1832244
4889,8412
4890,8419
4891,8424
4892,8425
4893,8431
4894,8434
4895,8436
4896,8437
4897,8438
4898,C3810062
4899,8440
4900,8443
4901,8445
4902,8450
4903,8451
4904,8452
4905,8453
4906,8454
4907,8455
4908,8456
4909,C0027659
4910,8462
4911,8463
4912,8467
4913,8468
4914,8470
4915,8471
4916,8473
4917,8481
4918,8482
4919,8483
4920,8484
4921,8490
4922,8491
4923,8492
4924,8493
4925,8495
4926,8496
4927,8497
4928,8504
4929,8505
4930,8506
4931,8507
4932,C0432235
4933,8509
4934,C1858266
4935,8514
4936,8515
4937,8516
4938,8517
4939,8518
4940,8519
4941,8520
4942,C4518356
4943,8522
4944,8525
4945,8526
4946,139599
4947,8528
4948,8530
4949,8533
4950,C0205815
4951,8536
4952,8537
4953,8540
4954,8542
4955,8544
4956,8546
4957,8547
4958,8549
4959,8553
4960,8554
4961,8556
4962,8557
4963,8558
4964,139628
4965,8560
4966,8563
4967,8564
4968,8565
4969,8566
4970,8567
4971,8569
4972,8570
4973,8572
4974,8573
4975,8575
4976,C3549874
4977,C1865019
4978,C2678346
4979,C4310702
4980,8600
4981,8601
4982,8604
4983,8605
4984,C0751588
4985,8611
4986,8612
4987,8613
4988,8614
4989,8615
4990,C2675861
4991,8621
4992,8622
4993,8623
4994,8624
4995,8625
4996,8626
4997,8629
4998,8630
4999,8631
5000,8633
5001,8635
5002,8636
5003,C4017557
5004,8638
5005,8639
5006,C0432357
5007,8642
5008,8643
5009,8644
5010,8645
5011,139716
5012,8647
5013,8648
5014,8651
5015,8653
5016,8654
5017,8655
5018,8659
5019,8660
5020,8661
5021,8662
5022,C0752197
5023,8666
5024,8667
5025,8668
5026,8671
5027,8673
5028,C0149886
5029,8675
5030,8676
5031,8678
5032,8682
5033,8683
5034,8694
5035,8698
5036,8701
5037,8702
5038,C3806737
5039,8708
5040,C0033375
5041,8710
5042,8711
5043,C3151753
5044,8714
5045,C0011849
5046,8720
5047,8722
5048,8724
5049,8725
5050,8726
5051,8728
5052,8733
5053,8735
5054,8736
5055,8737
5056,8738
5057,8740
5058,8741
5059,8742
5060,8743
5061,8744
5062,C4014545
5063,139818
5064,C1863634
5065,8749
5066,C3554355
5067,8754
5068,8756
5069,8761
5070,8763
5071,8764
5072,8766
5073,8767
5074,C2713394
5075,8772
5076,8773
5077,8774
5078,8776
5079,8777
5080,8778
5081,105259599
5082,8784
5083,8785
5084,8787
5085,8788
5086,8789
5087,8790
5088,8792
5089,8794
5090,8795
5091,8797
5092,8799
5093,8800
5094,8801
5095,8802
5096,8803
5097,8804
5098,8805
5099,C0242342
5100,C2350876
5101,8807
5102,8809
5103,8811
5104,8813
5105,8815
5106,8817
5107,8818
5108,C1851413
5109,8820
5110,8821
5111,8822
5112,8823
5113,8824
5114,8825
5115,8826
5116,8828
5117,8829
5118,C0796063
5119,8831
5120,8832
5121,8835
5122,8836
5123,8837
5124,8838
5125,8841
5126,8842
5127,8843
5128,C0235527
5129,8847
5130,8848
5131,8850
5132,8851
5133,8852
5134,8854
5135,8856
5136,8857
5137,8859
5138,C4304526
5139,8861
5140,8863
5141,8864
5142,C0036429
5143,8867
5144,C4225236
5145,8869
5146,8870
5147,8871
5148,C0152200
5149,8875
5150,C4225193
5151,8876
5152,8877
5153,8878
5154,8879
5155,8880
5156,8886
5157,8887
5158,8888
5159,8890
5160,8891
5161,8892
5162,8893
5163,8894
5164,8895
5165,8897
5166,8898
5167,8899
5168,8900
5169,8905
5170,8907
5171,8908
5172,8910
5173,8912
5174,8913
5175,8914
5176,8915
5177,8916
5178,C0521659
5179,8924
5180,8925
5181,8927
5182,8928
5183,8929
5184,8930
5185,C0343114
5186,8932
5187,C4015016
5188,8935
5189,8936
5190,8940
5191,8942
5192,8943
5193,8945
5194,C2675113
5195,140032
5196,C0020433
5197,8968
5198,8970
5199,8971
5200,C1970009
5201,8973
5202,8974
5203,8975
5204,8976
5205,C3501844
5206,8985
5207,8986
5208,8988
5209,8989
5210,8991
5211,8993
5212,8996
5213,8997
5214,C0039240
5215,8999
5216,9002
5217,C1275122
5218,9013
5219,9015
5220,9019
5221,9020
5222,9021
5223,9025
5224,9026
5225,9027
5226,9030
5227,9031
5228,9034
5229,9037
5230,9045
5231,9046
5232,C1854106
5233,9048
5234,9049
5235,9051
5236,9052
5237,9054
5238,9055
5239,9056
5240,C1563716
5241,C3553793
5242,9060
5243,C4012790
5244,C0879257
5245,C0342687
5246,9064
5247,9071
5248,9075
5249,9076
5250,C1567741
5251,9080
5252,9081
5253,9082
5254,9083
5255,9084
5256,9085
5257,C3807567
5258,C0431362
5259,9088
5260,C3495145
5261,9091
5262,9094
5263,9095
5264,9096
5265,9098
5266,9099
5267,9101
5268,C2931456
5269,9103
5270,9104
5271,9108
5272,9110
5273,9111
5274,9112
5275,9113
5276,9118
5277,9119
5278,9120
5279,9126
5280,9128
5281,9129
5282,C4015360
5283,9131
5284,9132
5285,9133
5286,9134
5287,9136
5288,9138
5289,9145
5290,9147
5291,9148
5292,9149
5293,9150
5294,9152
5295,9154
5296,9156
5297,9158
5298,C0026846
5299,C0014084
5300,9168
5301,C1565662
5302,C0282609
5303,9173
5304,C0025521
5305,9175
5306,9177
5307,9179
5308,9180
5309,9181
5310,9183
5311,9184
5312,9185
5313,9187
5314,9189
5315,9194
5316,9197
5317,402415
5318,9200
5319,9201
5320,9202
5321,9203
5322,9204
5323,9205
5324,9208
5325,C1959582
5326,9210
5327,9211
5328,9212
5329,9213
5330,9214
5331,9215
5332,C4225317
5333,9217
5334,9218
5335,9219
5336,9223
5337,C2678497
5338,9227
5339,9228
5340,9229
5341,9230
5342,9232
5343,9235
5344,9241
5345,9244
5346,9246
5347,9247
5348,9248
5349,9249
5350,9252
5351,9253
5352,9254
5353,9255
5354,664612
5355,664615
5356,664616
5357,664617
5358,9260
5359,9270
5360,9271
5361,C1137478
5362,C0014518
5363,9274
5364,9276
5365,9277
5366,9282
5367,9289
5368,9290
5369,9293
5370,9294
5371,9304
5372,9308
5373,9311
5374,9312
5375,9313
5376,9314
5377,9315
5378,9317
5379,9318
5380,9319
5381,9320
5382,9321
5383,9325
5384,9326
5385,9330
5386,9332
5387,9333
5388,9334
5389,9342
5390,9343
5391,9348
5392,9349
5393,9351
5394,9353
5395,9355
5396,9356
5397,C0751500
5398,9361
5399,9364
5400,9365
5401,9368
5402,9369
5403,9370
5404,C0751778
5405,9373
5406,9376
5407,9377
5408,9378
5409,9379
5410,9380
5411,9381
5412,9382
5413,C1843256
5414,140465
5415,9394
5416,9397
5417,9401
5418,9404
5419,9409
5420,9411
5421,C1863600
5422,9414
5423,9415
5424,9419
5425,9420
5426,9421
5427,9425
5428,9426
5429,9427
5430,C1843013
5431,9429
5432,9437
5433,9439
5434,9440
5435,9444
5436,9445
5437,9446
5438,9448
5439,9450
5440,9451
5441,9454
5442,9455
5443,9456
5444,9457
5445,9459
5446,9462
5447,9463
5448,9464
5449,9465
5450,9466
5451,9468
5452,9469
5453,C0268575
5454,9472
5455,9473
5456,9474
5457,9475
5458,9479
5459,9481
5460,9487
5461,9493
5462,9495
5463,9496
5464,9497
5465,C0342800
5466,9499
5467,9500
5468,9501
5469,C0795956
5470,9506
5471,9508
5472,9509
5473,9510
5474,9516
5475,9517
5476,9518
5477,9524
5478,9525
5479,9526
5480,9529
5481,9531
5482,9533
5483,140606
5484,9535
5485,9536
5486,140609
5487,9538
5488,C0393835
5489,9540
5490,9547
5491,140625
5492,140628
5493,9557
5494,9559
5495,9562
5496,9563
5497,9564
5498,C4310736
5499,9568
5500,9569
5501,9570
5502,C1848862
5503,9572
5504,9573
5505,9575
5506,9576
5507,9578
5508,9581
5509,9582
5510,9583
5511,9588
5512,9590
5513,9592
5514,C1846367
5515,9600
5516,9607
5517,140679
5518,C1864902
5519,9610
5520,9611
5521,9612
5522,140683
5523,9615
5524,9618
5525,9619
5526,9620
5527,140691
5528,9622
5529,9623
5530,9625
5531,9627
5532,9628
5533,9630
5534,9631
5535,9632
5536,C0205766
5537,9635
5538,9636
5539,9637
5540,9638
5541,9639
5542,9640
5543,9641
5544,9644
5545,9647
5546,9649
5547,9652
5548,C0264080
5549,9657
5550,140732
5551,140733
5552,9662
5553,9663
5554,140738
5555,9668
5556,9672
5557,9674
5558,9679
5559,C0236733
5560,9681
5561,9687
5562,9688
5563,9689
5564,9690
5565,9693
5566,9695
5567,140767
5568,9699
5569,9700
5570,9702
5571,9705
5572,9706
5573,9709
5574,9711
5575,9712
5576,C2752061
5577,9719
5578,9721
5579,9722
5580,9723
5581,9725
5582,9726
5583,9728
5584,9731
5585,9732
5586,140803
5587,9734
5588,C0205730
5589,9737
5590,9739
5591,9742
5592,9743
5593,9744
5594,9745
5595,9746
5596,9748
5597,9750
5598,9752
5599,9754
5600,9755
5601,9757
5602,9758
5603,9759
5604,C1848296
5605,9765
5606,C3887992
5607,9770
5608,9771
5609,9774
5610,9775
5611,9780
5612,9782
5613,9783
5614,C2678415
5615,9786
5616,9788
5617,9790
5618,9791
5619,C2931645
5620,9793
5621,9801
5622,9805
5623,9811
5624,140885
5625,140886
5626,9817
5627,9820
5628,9821
5629,9824
5630,9826
5631,9829
5632,140902
5633,9832
5634,9833
5635,140907
5636,9839
5637,9841
5638,9842
5639,9843
5640,9844
5641,9846
5642,9851
5643,9853
5644,9855
5645,9856
5646,9860
5647,9861
5648,9863
5649,9869
5650,9871
5651,9873
5652,9874
5653,140947
5654,9877
5655,9882
5656,C4539772
5657,9885
5658,9886
5659,9891
5660,9894
5661,9895
5662,9896
5663,9897
5664,9899
5665,9900
5666,9901
5667,9902
5668,9903
5669,C0149910
5670,9907
5671,9908
5672,9910
5673,9915
5674,9918
5675,C4225153
5676,9922
5677,9923
5678,9924
5679,9926
5680,9927
5681,9928
5682,C0009806
5683,9934
5684,9935
5685,C2936880
5686,9939
5687,9940
5688,9943
5689,9947
5690,9948
5691,9949
5692,9950
5693,9951
5694,C3544321
5695,9953
5696,9961
5697,9962
5698,9963
5699,9965
5700,9966
5701,9968
5702,9970
5703,9971
5704,C0271387
5705,9973
5706,9975
5707,9978
5708,C2678503
5709,C1857802
5710,9985
5711,9986
5712,9987
5713,9990
5714,9992
5715,9993
5716,9997
5717,10000
5718,10002
5719,C1840392
5720,10007
5721,10008
5722,10010
5723,10011
5724,10013
5725,10014
5726,10015
5727,10016
5728,10018
5729,10019
5730,10020
5731,10021
5732,C3809394
5733,10025
5734,C0007140
5735,C1847089
5736,10036
5737,10038
5738,10040
5739,10042
5740,10043
5741,10045
5742,10046
5743,10047
5744,10048
5745,10049
5746,10052
5747,C1863926
5748,10057
5749,10058
5750,10059
5751,10060
5752,10061
5753,10062
5754,10063
5755,10068
5756,C4225227
5757,10075
5758,10076
5759,10082
5760,10083
5761,10084
5762,10085
5763,10087
5764,10090
5765,10095
5766,C0234482
5767,10097
5768,10100
5769,10102
5770,10105
5771,10107
5772,10108
5773,10109
5774,10110
5775,10111
5776,10112
5777,10117
5778,C2673610
5779,C4479654
5780,10125
5781,10126
5782,10128
5783,10129
5784,10131
5785,10133
5786,10134
5787,10135
5788,10137
5789,C0271388
5790,10139
5791,10140
5792,10142
5793,10144
5794,10148
5795,10149
5796,C0936243
5797,10151
5798,10154
5799,C1970106
5800,10157
5801,10158
5802,10159
5803,C0001546
5804,10160
5805,10161
5806,C1140716
5807,10165
5808,10166
5809,10167
5810,10171
5811,10178
5812,10179
5813,10184
5814,10186
5815,10188
5816,10189
5817,10193
5818,10194
5819,10195
5820,C0018975
5821,10197
5822,10202
5823,10203
5824,10204
5825,10207
5826,10210
5827,10211
5828,10215
5829,10216
5830,10220
5831,10221
5832,C1383860
5833,10225
5834,10226
5835,10228
5836,10229
5837,10232
5838,10235
5839,10236
5840,10238
5841,10239
5842,10241
5843,10243
5844,10246
5845,10249
5846,10251
5847,10252
5848,10253
5849,C0752306
5850,10255
5851,10256
5852,10257
5853,10261
5854,10262
5855,10263
5856,10265
5857,10266
5858,10267
5859,10269
5860,10270
5861,10273
5862,10274
5863,C0399367
5864,10276
5865,10277
5866,10278
5867,10279
5868,10280
5869,C4015167
5870,C2676721
5871,10283
5872,C2717961
5873,10286
5874,C0392607
5875,10290
5876,10291
5877,10293
5878,10295
5879,10296
5880,10297
5881,C1865145
5882,10300
5883,10308
5884,10309
5885,10312
5886,10318
5887,10319
5888,10320
5889,10321
5890,10324
5891,10326
5892,10327
5893,10329
5894,10330
5895,10333
5896,10342
5897,10343
5898,C2700265
5899,10345
5900,10346
5901,10347
5902,10349
5903,10350
5904,10351
5905,10352
5906,10360
5907,C0406556
5908,10363
5909,10365
5910,10367
5911,10369
5912,10370
5913,10371
5914,C2931471
5915,10376
5916,10381
5917,10382
5918,C0678807
5919,10389
5920,10391
5921,10392
5922,C1868599
5923,10395
5924,10397
5925,10398
5926,10399
5927,10400
5928,10401
5929,C0422852
5930,10404
5931,10406
5932,C0751870
5933,10409
5934,10410
5935,10411
5936,10412
5937,10413
5938,10417
5939,10420
5940,10426
5941,C0018418
5942,10436
5943,10437
5944,10438
5945,10439
5946,10443
5947,10445
5948,10449
5949,10451
5950,10452
5951,10454
5952,10456
5953,10457
5954,10459
5955,10460
5956,10461
5957,10462
5958,10463
5959,10464
5960,C3810404
5961,10466
5962,10467
5963,10468
5964,10469
5965,C0085633
5966,C4479250
5967,10472
5968,10476
5969,10479
5970,10480
5971,10481
5972,10483
5973,10484
5974,C0268543
5975,10487
5976,10491
5977,10492
5978,C1855052
5979,10495
5980,C3553449
5981,10497
5982,10498
5983,10499
5984,10505
5985,10512
5986,10514
5987,C0025363
5988,10516
5989,10518
5990,10522
5991,10524
5992,10525
5993,10527
5994,10528
5995,10529
5996,10531
5997,10533
5998,10535
5999,10536
6000,10537
6001,10539
6002,10542
6003,10544
6004,10549
6005,10550
6006,10551
6007,C0036344
6008,10553
6009,10554
6010,10555
6011,C1864623
6012,10557
6013,10558
6014,10559
6015,10560
6016,10561
6017,10562
6018,10563
6019,10564
6020,10565
6021,10566
6022,10568
6023,10569
6024,10572
6025,10574
6026,10576
6027,10577
6028,10579
6029,10580
6030,10584
6031,10585
6032,10586
6033,10587
6034,10588
6035,10589
6036,10592
6037,10594
6038,10599
6039,10602
6040,10610
6041,10611
6042,10613
6043,10614
6044,10615
6045,10616
6046,10617
6047,10618
6048,10625
6049,10628
6050,C1844853
6051,10630
6052,10631
6053,C0271582
6054,10634
6055,C3150730
6056,10641
6057,10643
6058,10644
6059,10645
6060,10653
6061,10654
6062,10659
6063,10660
6064,10661
6065,10664
6066,10666
6067,10667
6068,10669
6069,10672
6070,10673
6071,10675
6072,10678
6073,10681
6074,10682
6075,10683
6076,10686
6077,C4310781
6078,10693
6079,10695
6080,10699
6081,C2681923
6082,C0280783
6083,C0398368
6084,10712
6085,10714
6086,10715
6087,10716
6088,10717
6089,10718
6090,10723
6091,C0271979
6092,10730
6093,10733
6094,10734
6095,10735
6096,10736
6097,10743
6098,10746
6099,10747
6100,C1419610
6101,10749
6102,10752
6103,C0242184
6104,10758
6105,10763
6106,10765
6107,10766
6108,10769
6109,10771
6110,10772
6111,10775
6112,C1136042
6113,C2931832
6114,10783
6115,10786
6116,10787
6117,10788
6118,C3151265
6119,C0393554
6120,C1834523
6121,10797
6122,10800
6123,10801
6124,10803
6125,10804
6126,C0018128
6127,10806
6128,10808
6129,10809
6130,10810
6131,C0271694
6132,C1257963
6133,10813
6134,10814
6135,10815
6136,10818
6137,10824
6138,10826
6139,C0271287
6140,C1864690
6141,10840
6142,10841
6143,10842
6144,10846
6145,10847
6146,10848
6147,10850
6148,10855
6149,10857
6150,10858
6151,10859
6152,C1837245
6153,10861
6154,10863
6155,C3553977
6156,10875
6157,10877
6158,10878
6159,C1839161
6160,10887
6161,10891
6162,10892
6163,10893
6164,10897
6165,C0796113
6166,C4017550
6167,10902
6168,C3809592
6169,10906
6170,10907
6171,10908
6172,10911
6173,C0238288
6174,10913
6175,10916
6176,10919
6177,C0007113
6178,10921
6179,10922
6180,C0023806
6181,10924
6182,C1851741
6183,C1843758
6184,10928
6185,10933
6186,10935
6187,10939
6188,10940
6189,10943
6190,10945
6191,10946
6192,10948
6193,C0162429
6194,10950
6195,10951
6196,10955
6197,C2748542
6198,10959
6199,10961
6200,10962
6201,10963
6202,10964
6203,10965
6204,10966
6205,10971
6206,10973
6207,10975
6208,10978
6209,10979
6210,10980
6211,10981
6212,10982
6213,10984
6214,10987
6215,10989
6216,C0015625
6217,10993
6218,10998
6219,10999
6220,C4225296
6221,11001
6222,11004
6223,11005
6224,11009
6225,11010
6226,11011
6227,C3280777
6228,11018
6229,11019
6230,11020
6231,11023
6232,11024
6233,C0268250
6234,11031
6235,11034
6236,11035
6237,C1853800
6238,11040
6239,11041
6240,11043
6241,11051
6242,C1838299
6243,11063
6244,11065
6245,404281
6246,11067
6247,C3554246
6248,11073
6249,11074
6250,11076
6251,11078
6252,11081
6253,11082
6254,C0265275
6255,C1849437
6256,11086
6257,11093
6258,11095
6259,11096
6260,11098
6261,11099
6262,C0030200
6263,11107
6264,C3150419
6265,11113
6266,C3553637
6267,11117
6268,11122
6269,11127
6270,11128
6271,11129
6272,C0398788
6273,11132
6274,11133
6275,C0265295
6276,C0398776
6277,11136
6278,11141
6279,C2930990
6280,11146
6281,11149
6282,C0086501
6283,11151
6284,11152
6285,11154
6286,11155
6287,11156
6288,11160
6289,11167
6290,11168
6291,C0684337
6292,11170
6293,11171
6294,C1864873
6295,11173
6296,11176
6297,11178
6298,11179
6299,11181
6300,11184
6301,11185
6302,11186
6303,11187
6304,11188
6305,11193
6306,11194
6307,11197
6308,11199
6309,11200
6310,C4479588
6311,11202
6312,11212
6313,11213
6314,11214
6315,C1843264
6316,11216
6317,11217
6318,C0268548
6319,11219
6320,C2677500
6321,11221
6322,11222
6323,C3554687
6324,11224
6325,11227
6326,11228
6327,11230
6328,11231
6329,11232
6330,C0678202
6331,11234
6332,11235
6333,11236
6334,11240
6335,11249
6336,11250
6337,11251
6338,11252
6339,11253
6340,11254
6341,11255
6342,11257
6343,11262
6344,C1848934
6345,11274
6346,11276
6347,11277
6348,11278
6349,11279
6350,11280
6351,11281
6352,11284
6353,11285
6354,C1840391
6355,C2350875
6356,11309
6357,C0271695
6358,11311
6359,11315
6360,11321
6361,11322
6362,C0020540
6363,11326
6364,C0029124
6365,11329
6366,11330
6367,11337
6368,11340
6369,11343
6370,C2750433
6371,C3150675
6372,C0427055
6373,C0017980
6374,C3151434
6375,C0751285
6376,C0302859
6377,C0031046
6378,404672
6379,C0752257
6380,C3810185
6381,C0020225
6382,C1840528
6383,C1285261
6384,142678
6385,142680
6386,C0003857
6387,142685
6388,C2930617
6389,142689
6390,C0001969
6391,C3151343
6392,C4225377
6393,C0014742
6394,C1859995
6395,C1837396
6396,C1845102
6397,C0028797
6398,C0036572
6399,C1527390
6400,C2931870
6401,C4316995
6402,C1260873
6403,C0022783
6404,C2674173
6405,C0001418
6406,C0017662
6407,C0342895
6408,C1861313
6409,C4084823
6410,C1855188
6411,C0282528
6412,C2749562
6413,C0220597
6414,143098
6415,C0302314
6416,C0270913
6417,143162
6418,C2717836
6419,C0032300
6420,143187
6421,C0042790
6422,C0205646
6423,C0431350
6424,C2931356
6425,C0017495
6426,C2931889
6427,C3715165
6428,C1865270
6429,C0342728
6430,C1853392
6431,C4014449
6432,C0175778
6433,C0264956
6434,C1257925
6435,C0678306
6436,C3502353
6437,143379
6438,143384
6439,C0268120
6440,C1567427
6441,C1833247
6442,C0205945
6443,C0268125
6444,C0206042
6445,C0242225
6446,143425
6447,C1857586
6448,C2931141
6449,143458
6450,C0751793
6451,C3810324
6452,C0268568
6453,C0018989
6454,143503
6455,C0085578
6456,C0431886
6457,C0520463
6458,C0086236
6459,C0340630
6460,C4014681
6461,C0262584
6462,C1848029
6463,C0950121
6464,C2931358
6465,C4225186
6466,C0266539
6467,405753
6468,C0149782
6469,C3714933
6470,C0268263
6471,C4310800
6472,C4053736
6473,C1867470
6474,C3554439
6475,C0410173
6476,C1853099
6477,C0265286
6478,143686
6479,143689
6480,C3553958
6481,C0017689
6482,C1840394
6483,C0035228
6484,C1853942
6485,100151683
6486,C4310683
6487,C0270851
6488,C1840560
6489,C0796224
6490,C0006849
6491,C2936826
6492,C0038450
6493,C3150896
6494,C0339985
6495,C3280112
6496,C1876203
6497,C4310627
6498,C0751215
6499,C3279743
6500,C0342791
6501,C0268626
6502,143941
6503,C2749561
6504,C3151063
6505,C1136382
6506,C0751056
6507,C0027859
6508,C2751825
6509,C4540164
6510,C0154832
6511,C2675683
6512,C1320474
6513,C0687132
6514,C3809004
6515,C0334454
6516,144100
6517,C3550973
6518,C2751308
6519,C0795953
6520,C0221060
6521,144132
6522,C0003076
6523,C3280527
6524,C0268742
6525,C4479428
6526,C0854135
6527,144165
6528,C1858328
6529,C1847114
6530,C0393524
6531,C0175754
6532,C3151187
6533,C0340375
6534,C1868569
6535,C0796184
6536,C0002940
6537,C0030201
6538,C1291560
6539,C0265264
6540,C2748895
6541,C0432268
6542,C3279392
6543,C0268443
6544,C0024445
6545,C3276096
6546,C3668943
6547,C1458155
6548,C0041955
6549,C4015343
6550,C0206695
6551,C1840061
6552,144568
6553,C2931599
6554,144577
6555,C0080274
6556,C0342544
6557,C0008925
6558,C0026267
6559,C2931011
6560,C1861752
6561,C0268583
6562,C0027661
6563,C0035328
6564,C0752143
6565,C2675512
6566,C0017920
6567,C0031485
6568,C3275686
6569,C0553586
6570,C3150754
6571,144717
6572,C0178824
6573,C4310790
6574,C1623209
6575,406884
6576,406885
6577,406886
6578,406887
6579,C0078921
6580,406890
6581,406891
6582,406892
6583,406893
6584,406894
6585,406899
6586,406900
6587,406901
6588,406902
6589,406903
6590,406906
6591,406910
6592,406911
6593,406912
6594,406913
6595,406914
6596,406916
6597,406919
6598,406920
6599,406921
6600,406922
6601,C0268384
6602,406924
6603,406927
6604,406928
6605,406929
6606,C2936781
6607,406931
6608,406932
6609,406933
6610,406934
6611,406935
6612,406936
6613,406937
6614,406938
6615,406940
6616,406941
6617,406942
6618,406943
6619,406946
6620,406947
6621,406948
6622,406949
6623,406950
6624,406952
6625,406953
6626,144811
6627,406957
6628,406958
6629,406959
6630,406960
6631,406961
6632,406962
6633,406964
6634,406965
6635,406966
6636,406967
6637,406968
6638,406969
6639,406970
6640,406971
6641,C0017150
6642,406974
6643,406979
6644,406983
6645,406984
6646,406985
6647,406986
6648,406987
6649,406988
6650,406989
6651,406990
6652,406991
6653,406992
6654,406993
6655,406994
6656,406995
6657,406996
6658,406997
6659,406998
6660,406999
6661,407000
6662,407001
6663,407002
6664,407003
6665,407004
6666,407006
6667,407007
6668,407009
6669,407010
6670,407011
6671,407012
6672,407013
6673,407014
6674,407017
6675,407018
6676,407019
6677,407020
6678,407021
6679,407022
6680,407023
6681,407025
6682,407026
6683,407027
6684,C1846172
6685,407029
6686,407030
6687,407031
6688,407032
6689,407033
6690,407034
6691,407035
6692,C1720958
6693,407037
6694,C0205747
6695,C0220756
6696,407040
6697,407041
6698,407042
6699,407046
6700,407050
6701,407053
6702,407054
6703,407055
6704,407056
6705,C3809356
6706,C3280974
6707,C2751494
6708,C0376323
6709,C2675459
6710,C0472381
6711,C2931230
6712,C3552236
6713,C2676742
6714,C1853202
6715,C0338508
6716,C1863878
6717,C0018099
6718,C0393851
6719,C4014812
6720,C2931845
6721,C1832669
6722,C3280443
6723,145173
6724,C0270215
6725,C3549544
6726,C1859569
6727,C0014544
6728,C3150913
6729,145226
6730,C4015316
6731,C0040427
6732,C0751268
6733,C0003838
6734,145258
6735,145270
6736,C2678468
6737,145282
6738,C1721098
6739,C0001614
6740,C3495489
6741,C4310640
6742,C0855095
6743,C3808986
6744,C0007370
6745,C3151237
6746,145447
6747,C0036830
6748,C1840333
6749,C0152101
6750,C3554021
6751,C0008780
6752,C3553418
6753,C0037231
6754,C3149462
6755,C0019196
6756,C3150667
6757,C4310797
6758,C1306503
6759,C0027626
6760,145624
6761,C3275459
6762,145741
6763,C0024228
6764,C0158353
6765,C0393664
6766,C4479424
6767,C4225162
6768,C3150876
6769,C4225395
6770,407973
6771,407975
6772,C2350873
6773,C1956130
6774,C0266453
6775,C3149287
6776,145864
6777,C0036305
6778,145873
6779,C3852953
6780,C0206739
6781,C2607929
6782,C0268165
6783,C0393911
6784,C4540270
6785,C1864389
6786,C0007286
6787,C1852438
6788,C1567435
6789,C0342185
6790,146057
6791,146059
6792,C4225231
6793,C3658290
6794,C0282631
6795,C0340643
6796,C0342646
6797,C0234249
6798,C0018991
6799,C2674322
6800,C1305147
6801,C3553844
6802,C1970848
