,Gene_ID,Disease_ID,label
17199,3239,C0027947,1
17200,3239,C0039075,1
17201,3239,C0152427,1
17202,3239,C0206762,1
17203,3239,C0220664,1
17204,3239,C0220708,1
17205,3239,C0265312,1
17206,3239,C0265553,1
17207,3239,C1861348,1
17208,3239,C1862102,1
17209,3239,C3714756,1
17210,3239,C4310807,1
17211,3240,C0001723,1
17212,3240,C0002871,1
17213,3240,C0002895,1
17214,3240,C0003864,1
17215,3240,C0004153,1
17216,3240,C0004364,1
17217,3240,C0006142,1
17218,3240,C0007222,1
17219,3240,C0011581,1
17220,3240,C0011854,1
17221,3240,C0011875,1
17222,3240,C0016479,1
17223,3240,C0017416,1
17224,3240,C0018995,1
17225,3240,C0019054,1
17226,3240,C0019163,1
17227,3240,C0020538,1
17228,3240,C0022660,1
17229,3240,C0024530,1
17230,3240,C0027051,1
17231,3240,C0035305,1
17232,3240,C0041296,1
17233,3240,C0041696,1
17234,3240,C0041755,1
17235,3240,C0085397,1
17236,3240,C0205734,1
17237,3240,C0235574,1
17238,3240,C0242339,1
17239,3240,C0312854,1
17240,3240,C0342257,1
17241,3240,C0342302,1
17242,3240,C0524910,1
17243,3240,C0525045,1
17244,3240,C0679360,1
17245,3240,C1257931,1
17246,3240,C1269683,1
17247,3240,C1458155,1
17248,3240,C1527304,1
17249,3240,C1563937,1
17250,3240,C1565662,1
17251,3240,C3279786,1
17252,3240,C3279787,1
17253,3240,C3837958,1
17254,3241,C0023893,1
17255,3242,C0019193,1
17256,3242,C0268483,1
17257,3242,C0268487,1
17258,3242,C0268490,1
17259,3242,C0268623,1
17260,3242,C1262760,1
17261,3242,C2931042,1
17262,3242,C3658290,1
17263,3242,C3714756,1
17264,3242,C4277682,1
17265,3242,C4279912,1
17266,3248,C0029411,1
17267,3248,C0033578,1
17268,3248,C0040136,1
17269,3248,C0151468,1
17270,3248,C0206693,1
17271,3248,C0345408,1
17272,3248,C0376358,1
17273,3248,C0549473,1
17274,3248,C1531773,1
17275,3248,C2930922,1
17276,3248,C3714756,1
17277,3249,C0023794,1
17278,3249,C0376358,1
17279,3251,C0023374,1
17280,3251,C0268117,1
17281,3251,C0740394,1
17282,3251,C1959897,1
17283,3251,C3714756,1
17284,3257,C0078917,1
17285,3260,C3887947,1
17286,3263,C0009492,1
17287,3263,C0013221,1
17288,3263,C0019193,1
17289,3263,C0022660,1
17290,3263,C0860207,1
17291,3263,C1262760,1
17292,3263,C1565662,1
17293,3263,C3658290,1
17294,3263,C4277682,1
17295,3263,C4279912,1
17296,3265,C0004352,1
17297,3265,C0006118,1
17298,3265,C0006142,1
17299,3265,C0006826,1
17300,3265,C0007114,1
17301,3265,C0007194,1
17302,3265,C0007847,1
17303,3265,C0007959,1
17304,3265,C0010828,1
17305,3265,C0018923,1
17306,3265,C0019207,1
17307,3265,C0019208,1
17308,3265,C0020305,1
17309,3265,C0023903,1
17310,3265,C0024121,1
17311,3265,C0024623,1
17312,3265,C0025202,1
17313,3265,C0026640,1
17314,3265,C0027626,1
17315,3265,C0027659,1
17316,3265,C0027671,1
17317,3265,C0028326,1
17318,3265,C0030354,1
17319,3265,C0030849,1
17320,3265,C0032927,1
17321,3265,C0035412,1
17322,3265,C0036631,1
17323,3265,C0037286,1
17324,3265,C0037999,1
17325,3265,C0038356,1
17326,3265,C0040136,1
17327,3265,C0041409,1
17328,3265,C0086404,1
17329,3265,C0151468,1
17330,3265,C0151779,1
17331,3265,C0152013,1
17332,3265,C0153381,1
17333,3265,C0154091,1
17334,3265,C0158995,1
17335,3265,C0205698,1
17336,3265,C0205699,1
17337,3265,C0205874,1
17338,3265,C0205875,1
17339,3265,C0205969,1
17340,3265,C0206669,1
17341,3265,C0206739,1
17342,3265,C0235874,1
17343,3265,C0265329,1
17344,3265,C0282313,1
17345,3265,C0302592,1
17346,3265,C0334082,1
17347,3265,C0343114,1
17348,3265,C0362030,1
17349,3265,C0376358,1
17350,3265,C0496930,1
17351,3265,C0750977,1
17352,3265,C0750979,1
17353,3265,C0858252,1
17354,3265,C1257931,1
17355,3265,C1275081,1
17356,3265,C1319315,1
17357,3265,C1458155,1
17358,3265,C1842036,1
17359,3265,C1968782,1
17360,3265,C2239176,1
17361,3265,C2931367,1
17362,3265,C2931658,1
17363,3265,C3179502,1
17364,3265,C3714644,1
17365,3265,C3714756,1
17366,3267,C0023893,1
17367,3269,C0004153,1
17368,3269,C0020649,1
17369,3269,C0030193,1
17370,3269,C0033774,1
17371,3269,C0035455,1
17372,3269,C0036341,1
17373,3269,C0038587,1
17374,3269,C0086189,1
17375,3269,C0087169,1
17376,3269,C0234230,1
17377,3269,C0234238,1
17378,3269,C0234254,1
17379,3269,C0458257,1
17380,3269,C0458259,1
17381,3269,C0751407,1
17382,3269,C1527249,1
17383,3269,C2607914,1
17384,3270,C0005910,1
17385,3270,C0018800,1
17386,3270,C1383860,1
17387,3273,C0006142,1
17388,3273,C0678222,1
17389,3273,C1257931,1
17390,3273,C1458155,1
17391,3273,C2751090,1
17392,3273,C2751091,1
17393,3274,C0007138,1
17394,3274,C0019193,1
17395,3274,C0027627,1
17396,3274,C0027659,1
17397,3274,C0036341,1
17398,3274,C0038587,1
17399,3274,C0086189,1
17400,3274,C0242231,1
17401,3274,C0860207,1
17402,3274,C1262760,1
17403,3274,C4277682,1
17404,3280,C0006142,1
17405,3280,C0007102,1
17406,3280,C0007873,1
17407,3280,C0009375,1
17408,3280,C0017636,1
17409,3280,C0025286,1
17410,3280,C0028945,1
17411,3280,C0205834,1
17412,3280,C0206663,1
17413,3280,C0279070,1
17414,3280,C0280793,1
17415,3280,C0281784,1
17416,3280,C0334584,1
17417,3280,C0334588,1
17418,3280,C0334590,1
17419,3280,C0334596,1
17420,3280,C0334606,1
17421,3280,C0334607,1
17422,3280,C0334609,1
17423,3280,C0334610,1
17424,3280,C0344461,1
17425,3280,C0347515,1
17426,3280,C0431121,1
17427,3280,C0700367,1
17428,3280,C0751303,1
17429,3280,C0751396,1
17430,3280,C0751674,1
17431,3280,C1257931,1
17432,3280,C1334271,1
17433,3280,C1335107,1
17434,3280,C1384406,1
17435,3280,C1527197,1
17436,3280,C1565951,1
17437,3280,C1621958,1
17438,3283,C0032460,1
17439,3283,C0033578,1
17440,3283,C0376358,1
17441,3283,C1136382,1
17442,3284,C0033578,1
17443,3284,C0036875,1
17444,3284,C0342482,1
17445,3284,C0376358,1
17446,3284,C0848558,1
17447,3284,C1136382,1
17448,3284,C1456784,1
17449,3284,C1563730,1
17450,3284,C1563731,1
17451,3284,C2239176,1
17452,3284,C2931782,1
17453,3290,C0003873,1
17454,3290,C0006142,1
17455,3290,C0011581,1
17456,3290,C0011853,1
17457,3290,C0020456,1
17458,3290,C0020538,1
17459,3290,C0021655,1
17460,3290,C0028754,1
17461,3290,C0038433,1
17462,3290,C0311277,1
17463,3290,C1291245,1
17464,3291,C0011854,1
17465,3291,C0023890,1
17466,3291,C0027051,1
17467,3291,C0027726,1
17468,3291,C0032962,1
17469,3291,C0239946,1
17470,3291,C0342302,1
17471,3291,C3837958,1
17472,3291,C3887949,1
17473,3292,C0000786,1
17474,3292,C0000822,1
17475,3292,C0014175,1
17476,3292,C0033578,1
17477,3292,C0269102,1
17478,3293,C0033578,1
17479,3293,C0033804,1
17480,3293,C0036875,1
17481,3293,C0268296,1
17482,3293,C1849695,1
17483,3293,C2930618,1
17484,3293,C2930619,1
17485,3294,C0014170,1
17486,3294,C0014175,1
17487,3294,C0023893,1
17488,3294,C0036875,1
17489,3294,C0269102,1
17490,3294,C0476089,1
17491,3295,C0037769,1
17492,3295,C0043459,1
17493,3295,C0282525,1
17494,3295,C0282526,1
17495,3295,C0282528,1
17496,3295,C0342870,1
17497,3295,C0393699,1
17498,3295,C0543888,1
17499,3295,C0546878,1
17500,3295,C0684276,1
17501,3295,C0685838,1
17502,3295,C0751709,1
17503,3295,C0751710,1
17504,3295,C1112213,1
17505,3295,C1527306,1
17506,3295,C3658299,1
17507,3295,C3714756,1
17508,3297,C0027651,1
17509,3297,C0086692,1
17510,3297,C1862939,1
17511,3297,C1862941,1
17512,3299,C0086543,1
17513,3299,C0266539,1
17514,3300,C3553989,1
17515,3300,C4015635,1
17516,3301,C0026636,1
17517,3303,C0022660,1
17518,3303,C0023895,1
17519,3303,C0024517,1
17520,3303,C0025202,1
17521,3303,C0030567,1
17522,3303,C0033578,1
17523,3303,C0035126,1
17524,3303,C0036341,1
17525,3303,C0036349,1
17526,3303,C0041696,1
17527,3303,C0085592,1
17528,3303,C0085742,1
17529,3303,C0086565,1
17530,3303,C0151744,1
17531,3303,C0270611,1
17532,3303,C0272945,1
17533,3303,C0376358,1
17534,3303,C0452047,1
17535,3303,C0887833,1
17536,3303,C1269683,1
17537,3303,C1565662,1
17538,3303,C4302111,1
17539,3304,C0024517,1
17540,3304,C0036341,1
17541,3304,C0037274,1
17542,3304,C0238288,1
17543,3304,C0274861,1
17544,3304,C0274862,1
17545,3304,C0678222,1
17546,3304,C0751851,1
17547,3304,C0751852,1
17548,3304,C1257931,1
17549,3304,C1563937,1
17550,3305,C0024517,1
17551,3305,C0036349,1
17552,3305,C0041696,1
17553,3305,C1269683,1
17554,3306,C0009375,1
17555,3306,C0151744,1
17556,3308,C0001969,1
17557,3308,C0005586,1
17558,3308,C0041696,1
17559,3308,C0238288,1
17560,3308,C0338831,1
17561,3308,C1269683,1
17562,3309,C0003949,1
17563,3309,C0023473,1
17564,3309,C0027051,1
17565,3309,C0028754,1
17566,3309,C0035228,1
17567,3309,C0376544,1
17568,3309,C0376545,1
17569,3309,C0853193,1
17570,3309,C1846707,1
17571,3309,C2930617,1
17572,3312,C0001418,1
17573,3312,C0024623,1
17574,3312,C0026640,1
17575,3312,C0035126,1
17576,3312,C0038356,1
17577,3312,C0153381,1
17578,3312,C0205641,1
17579,3312,C0205642,1
17580,3312,C0205643,1
17581,3312,C0205644,1
17582,3312,C0948089,1
17583,3313,C0004364,1
17584,3313,C0007134,1
17585,3313,C0036341,1
17586,3313,C0151744,1
17587,3313,C0279702,1
17588,3313,C0520459,1
17589,3313,C0751651,1
17590,3313,C1266042,1
17591,3313,C1266043,1
17592,3313,C1266044,1
17593,3313,C1306837,1
17594,3313,C2239176,1
17595,3313,C4225180,1
17596,3313,C4225428,1
17597,3313,C4274077,1
17598,3315,C0007102,1
17599,3315,C0007134,1
17600,3315,C0007137,1
17601,3315,C0007194,1
17602,3315,C0009375,1
17603,3315,C0011616,1
17604,3315,C0018801,1
17605,3315,C0020507,1
17606,3315,C0023467,1
17607,3315,C0024623,1
17608,3315,C0026640,1
17609,3315,C0026764,1
17610,3315,C0026998,1
17611,3315,C0035126,1
17612,3315,C0040411,1
17613,3315,C0152013,1
17614,3315,C0153349,1
17615,3315,C0153381,1
17616,3315,C0162351,1
17617,3315,C0235527,1
17618,3315,C0270823,1
17619,3315,C0279702,1
17620,3315,C0311335,1
17621,3315,C0393734,1
17622,3315,C0751336,1
17623,3315,C0751522,1
17624,3315,C0751523,1
17625,3315,C0751524,1
17626,3315,C1266042,1
17627,3315,C1266044,1
17628,3315,C1306837,1
17629,3315,C1708349,1
17630,3315,C1847823,1
17631,3315,C1854023,1
17632,3315,C1879321,1
17633,3315,C1959583,1
17634,3315,C1961112,1
17635,3315,C2608087,1
17636,3315,C3711384,1
17637,3315,C4505456,1
17638,3320,C0006142,1
17639,3320,C0009178,1
17640,3320,C0011616,1
17641,3320,C0019693,1
17642,3320,C0027627,1
17643,3320,C0162351,1
17644,3320,C0206180,1
17645,3320,C0678222,1
17646,3320,C1458155,1
17647,3321,C1281931,1
17648,3321,C1835612,1
17649,3321,C1867060,1
17650,3326,C0019693,1
17651,3326,C0033578,1
17652,3329,C0001418,1
17653,3329,C0007134,1
17654,3329,C0007194,1
17655,3329,C0019693,1
17656,3329,C0023520,1
17657,3329,C0036529,1
17658,3329,C0037773,1
17659,3329,C0205644,1
17660,3329,C0205645,1
17661,3329,C0238281,1
17662,3329,C0279702,1
17663,3329,C0376618,1
17664,3329,C0543888,1
17665,3329,C0740376,1
17666,3329,C0740391,1
17667,3329,C0740392,1
17668,3329,C0751651,1
17669,3329,C0751845,1
17670,3329,C0751846,1
17671,3329,C0751847,1
17672,3329,C0751848,1
17673,3329,C0751849,1
17674,3329,C0878544,1
17675,3329,C0948089,1
17676,3329,C1266042,1
17677,3329,C1266043,1
17678,3329,C1266044,1
17679,3329,C1306837,1
17680,3329,C1708349,1
17681,3329,C1854467,1
17682,3329,C2677109,1
17683,3336,C0878544,1
17684,3337,C0005586,1
17685,3337,C0334287,1
17686,3339,C0003886,1
17687,3339,C0025237,1
17688,3339,C0029422,1
17689,3339,C0036391,1
17690,3339,C0376634,1
17691,3339,C0432272,1
17692,3339,C1857100,1
17693,3339,C3541456,1
17694,3340,C0015393,1
17695,3340,C0020796,1
17696,3340,C0025363,1
17697,3340,C0431380,1
17698,3340,C0917816,1
17699,3340,C3179349,1
17700,3340,C3714756,1
17701,3342,C0036341,1
17702,3350,C0001973,1
17703,3350,C0003578,1
17704,3350,C0011581,1
17705,3350,C0022333,1
17706,3350,C0023186,1
17707,3350,C0024517,1
17708,3350,C0024623,1
17709,3350,C0025261,1
17710,3350,C0030193,1
17711,3350,C0033937,1
17712,3350,C0033941,1
17713,3350,C0036341,1
17714,3350,C0036572,1
17715,3350,C0040827,1
17716,3350,C0041696,1
17717,3350,C0085762,1
17718,3350,C0149840,1
17719,3350,C0178417,1
17720,3350,C0221074,1
17721,3350,C0234238,1
17722,3350,C0234254,1
17723,3350,C0234370,1
17724,3350,C0234371,1
17725,3350,C0234372,1
17726,3350,C0234374,1
17727,3350,C0234376,1
17728,3350,C0234377,1
17729,3350,C0234378,1
17730,3350,C0234379,1
17731,3350,C0234533,1
17732,3350,C0235078,1
17733,3350,C0235081,1
17734,3350,C0235082,1
17735,3350,C0235083,1
17736,3350,C0235843,1
17737,3350,C0236736,1
17738,3350,C0270824,1
17739,3350,C0270844,1
17740,3350,C0270846,1
17741,3350,C0422852,1
17742,3350,C0422853,1
17743,3350,C0422855,1
17744,3350,C0428977,1
17745,3350,C0458257,1
17746,3350,C0458259,1
17747,3350,C0494475,1
17748,3350,C0525045,1
17749,3350,C0588008,1
17750,3350,C0751056,1
17751,3350,C0751110,1
17752,3350,C0751123,1
17753,3350,C0751262,1
17754,3350,C0751263,1
17755,3350,C0751293,1
17756,3350,C0751294,1
17757,3350,C0751407,1
17758,3350,C0751494,1
17759,3350,C0751496,1
17760,3350,C0751564,1
17761,3350,C0751565,1
17762,3350,C1269683,1
17763,3350,C1330966,1
17764,3350,C1527384,1
17765,3350,C1708349,1
17766,3350,C3889979,1
17767,3350,C4317109,1
17768,3350,C4317123,1
17769,3350,C4505436,1
17770,3351,C0001973,1
17771,3351,C0009171,1
17772,3351,C0011570,1
17773,3351,C0011581,1
17774,3351,C0020649,1
17775,3351,C0022333,1
17776,3351,C0033958,1
17777,3351,C0033975,1
17778,3351,C0036337,1
17779,3351,C0036358,1
17780,3351,C0036572,1
17781,3351,C0149958,1
17782,3351,C0234533,1
17783,3351,C0234535,1
17784,3351,C0236736,1
17785,3351,C0236807,1
17786,3351,C0270824,1
17787,3351,C0270844,1
17788,3351,C0422850,1
17789,3351,C0422852,1
17790,3351,C0422853,1
17791,3351,C0422854,1
17792,3351,C0494475,1
17793,3351,C0525045,1
17794,3351,C0600427,1
17795,3351,C0751056,1
17796,3351,C0751110,1
17797,3351,C0751495,1
17798,3351,C0751496,1
17799,3351,C1269683,1
17800,3351,C3495874,1
17801,3351,C4316903,1
17802,3351,C4317109,1
17803,3351,C4317123,1
17804,3352,C0004352,1
17805,3352,C0011581,1
17806,3352,C0020649,1
17807,3352,C0028768,1
17808,3352,C0036341,1
17809,3355,C0036341,1
17810,3356,C0003125,1
17811,3356,C0005587,1
17812,3356,C0007852,1
17813,3356,C0009171,1
17814,3356,C0011574,1
17815,3356,C0011581,1
17816,3356,C0013384,1
17817,3356,C0015371,1
17818,3356,C0015967,1
17819,3356,C0018984,1
17820,3356,C0020429,1
17821,3356,C0024117,1
17822,3356,C0024517,1
17823,3356,C0024713,1
17824,3356,C0025517,1
17825,3356,C0028754,1
17826,3356,C0033958,1
17827,3356,C0033975,1
17828,3356,C0036341,1
17829,3356,C0085159,1
17830,3356,C0085762,1
17831,3356,C0149931,1
17832,3356,C0152115,1
17833,3356,C0221169,1
17834,3356,C0232766,1
17835,3356,C0236736,1
17836,3356,C0270458,1
17837,3356,C0270858,1
17838,3356,C0338489,1
17839,3356,C0424295,1
17840,3356,C0427086,1
17841,3356,C0454606,1
17842,3356,C0521664,1
17843,3356,C0525045,1
17844,3356,C0600427,1
17845,3356,C0700438,1
17846,3356,C0751211,1
17847,3356,C0751212,1
17848,3356,C0751213,1
17849,3356,C0751217,1
17850,3356,C0752196,1
17851,3356,C1527303,1
17852,3356,C2936719,1
17853,3357,C0018800,1
17854,3357,C0018801,1
17855,3357,C0018802,1
17856,3357,C0020538,1
17857,3357,C0023212,1
17858,3357,C0041755,1
17859,3357,C0235527,1
17860,3357,C1959583,1
17861,3357,C1961112,1
17862,3358,C0001973,1
17863,3358,C0005586,1
17864,3358,C0009171,1
17865,3358,C0011570,1
17866,3358,C0011581,1
17867,3358,C0027796,1
17868,3358,C0036341,1
17869,3358,C0038587,1
17870,3358,C0038870,1
17871,3358,C0041696,1
17872,3358,C0043094,1
17873,3358,C0085159,1
17874,3358,C0086189,1
17875,3358,C0087169,1
17876,3358,C0234247,1
17877,3358,C0234249,1
17878,3358,C0423712,1
17879,3358,C0424295,1
17880,3358,C0751217,1
17881,3358,C0751371,1
17882,3358,C0751373,1
17883,3358,C1269683,1
17884,3359,C0001956,1
17885,3359,C0001973,1
17886,3359,C0004352,1
17887,3359,C0005586,1
17888,3359,C0011570,1
17889,3359,C0041696,1
17890,3359,C0236733,1
17891,3359,C0236804,1
17892,3359,C0236807,1
17893,3359,C0525045,1
17894,3359,C1269683,1
17895,3360,C0001627,1
17896,3360,C0001956,1
17897,3360,C0003811,1
17898,3360,C0004238,1
17899,3360,C0011570,1
17900,3360,C0011581,1
17901,3360,C0038454,1
17902,3360,C0039231,1
17903,3360,C0080203,1
17904,3360,C0235480,1
17905,3360,C0525045,1
17906,3360,C0751956,1
17907,3360,C2585653,1
17908,3360,C3468561,1
17909,3361,C0004352,1
17910,3361,C0005586,1
17911,3361,C0033975,1
17912,3361,C0036341,1
17913,3361,C0349204,1
17914,3361,C1527249,1
17915,3362,C0025261,1
17916,3362,C0033937,1
17917,3362,C0033941,1
17918,3362,C0036341,1
17919,3362,C0233794,1
17920,3362,C0236733,1
17921,3362,C0236804,1
17922,3362,C0236807,1
17923,3362,C0751292,1
17924,3362,C0751294,1
17925,3362,C0751295,1
17926,3363,C0001973,1
17927,3363,C0003469,1
17928,3363,C0011573,1
17929,3363,C0011581,1
17930,3363,C0025193,1
17931,3363,C0025261,1
17932,3363,C0026848,1
17933,3363,C0030193,1
17934,3363,C0036341,1
17935,3363,C0041696,1
17936,3363,C0086133,1
17937,3363,C0234238,1
17938,3363,C0234254,1
17939,3363,C0282126,1
17940,3363,C0458257,1
17941,3363,C0458259,1
17942,3363,C0751262,1
17943,3363,C0751263,1
17944,3363,C0751265,1
17945,3363,C0751292,1
17946,3363,C0751293,1
17947,3363,C0751294,1
17948,3363,C0751295,1
17949,3363,C0751407,1
17950,3363,C0751408,1
17951,3363,C0751508,1
17952,3363,C0751509,1
17953,3363,C1279420,1
17954,3363,C1330966,1
17955,3371,C0004096,1
17956,3371,C0014175,1
17957,3371,C0032226,1
17958,3371,C0042345,1
17959,3371,C0269102,1
17960,3371,C0273115,1
17961,3371,C0452138,1
17962,3371,C1852282,1
17963,3371,C3810170,1
17964,3373,C0220994,1
17965,3373,C1291490,1
17966,3375,C0002152,1
17967,3375,C0011853,1
17968,3375,C0011860,1
17969,3375,C0038358,1
17970,3375,C0038433,1
17971,3376,C0008370,1
17972,3376,C0431350,1
17973,3376,C3714756,1
17974,3381,C0006142,1
17975,3381,C0027627,1
17976,3381,C0221204,1
17977,3381,C0678222,1
17978,3381,C1458155,1
17979,3383,C0004096,1
17980,3383,C0006267,1
17981,3383,C0007102,1
17982,3383,C0007786,1
17983,3383,C0009324,1
17984,3383,C0009375,1
17985,3383,C0011853,1
17986,3383,C0011860,1
17987,3383,C0011884,1
17988,3383,C0019284,1
17989,3383,C0020443,1
17990,3383,C0020538,1
17991,3383,C0021368,1
17992,3383,C0024530,1
17993,3383,C0026769,1
17994,3383,C0027051,1
17995,3383,C0027055,1
17996,3383,C0027720,1
17997,3383,C0031117,1
17998,3383,C0035126,1
17999,3383,C0035235,1
18000,3383,C0035309,1
18001,3383,C0036341,1
18002,3383,C0036982,1
18003,3383,C0038433,1
18004,3383,C0038454,1
18005,3383,C0042109,1
18006,3383,C0043250,1
18007,3383,C0151744,1
18008,3383,C0153381,1
18009,3383,C0376358,1
18010,3383,C0740391,1
18011,3383,C0751324,1
18012,3383,C0751845,1
18013,3383,C0751847,1
18014,3383,C0751848,1
18015,3383,C0751956,1
18016,3383,C0917798,1
18017,3383,C1563937,1
18018,3383,C4046002,1
18019,3383,C4302111,1
18020,3384,C0023893,1
18021,3384,C0024623,1
18022,3384,C0038356,1
18023,3384,C0345967,1
18024,3384,C1708349,1
18025,3385,C0008312,1
18026,3385,C0023892,1
18027,3385,C0238065,1
18028,3394,C0003873,1
18029,3394,C0006142,1
18030,3394,C0026769,1
18031,3394,C0079744,1
18032,3394,C4016741,1
18033,3397,C0002152,1
18034,3397,C0011853,1
18035,3397,C0011860,1
18036,3397,C0027651,1
18037,3397,C0038433,1
18038,3397,C0086692,1
18039,3398,C0023467,1
18040,3398,C0023893,1
18041,3398,C0026998,1
18042,3398,C0040128,1
18043,3398,C0149925,1
18044,3398,C0274862,1
18045,3398,C0751851,1
18046,3398,C1879321,1
18047,3399,C0006413,1
18048,3399,C0007097,1
18049,3399,C0007102,1
18050,3399,C0024668,1
18051,3399,C0027765,1
18052,3399,C0040128,1
18053,3399,C0151744,1
18054,3399,C0205641,1
18055,3399,C0205642,1
18056,3399,C0205644,1
18057,3399,C0205696,1
18058,3399,C0205697,1
18059,3399,C0205698,1
18060,3399,C0205699,1
18061,3399,C0343640,1
18062,3399,C0376358,1
18063,3400,C0008370,1
18064,3400,C0024667,1
18065,3400,C0027626,1
18066,3400,C0038356,1
18067,3400,C0205696,1
18068,3400,C0205698,1
18069,3400,C0205699,1
18070,3400,C1257925,1
18071,3400,C1708349,1
18072,3416,C0002395,1
18073,3416,C0276496,1
18074,3416,C0494463,1
18075,3416,C0750900,1
18076,3416,C0750901,1
18077,3417,C0013366,1
18078,3417,C0014084,1
18079,3417,C0018916,1
18080,3417,C0023452,1
18081,3417,C0023467,1
18082,3417,C0024454,1
18083,3417,C0027643,1
18084,3417,C0033578,1
18085,3417,C0153633,1
18086,3417,C0158995,1
18087,3417,C0205788,1
18088,3417,C0205789,1
18089,3417,C0206726,1
18090,3417,C0279070,1
18091,3417,C0280475,1
18092,3417,C0280793,1
18093,3417,C0282528,1
18094,3417,C0334588,1
18095,3417,C0334590,1
18096,3417,C0344461,1
18097,3417,C0376358,1
18098,3417,C0376545,1
18099,3417,C0555198,1
18100,3417,C0751395,1
18101,3417,C0936248,1
18102,3417,C1527249,1
18103,3417,C1621958,1
18104,3417,C1959588,1
18105,3418,C0005426,1
18106,3418,C0007193,1
18107,3418,C0007682,1
18108,3418,C0014474,1
18109,3418,C0018273,1
18110,3418,C0018800,1
18111,3418,C0020295,1
18112,3418,C0022333,1
18113,3418,C0023467,1
18114,3418,C0023487,1
18115,3418,C0024454,1
18116,3418,C0026998,1
18117,3418,C0028945,1
18118,3418,C0029456,1
18119,3418,C0029459,1
18120,3418,C0035078,1
18121,3418,C0079774,1
18122,3418,C0149958,1
18123,3418,C0158995,1
18124,3418,C0205789,1
18125,3418,C0206698,1
18126,3418,C0206725,1
18127,3418,C0234535,1
18128,3418,C0270824,1
18129,3418,C0270844,1
18130,3418,C0279070,1
18131,3418,C0280475,1
18132,3418,C0280793,1
18133,3418,C0334582,1
18134,3418,C0376545,1
18135,3418,C0422850,1
18136,3418,C0422852,1
18137,3418,C0422853,1
18138,3418,C0422854,1
18139,3418,C0422855,1
18140,3418,C0431108,1
18141,3418,C0677608,1
18142,3418,C0751056,1
18143,3418,C0751123,1
18144,3418,C0751395,1
18145,3418,C0751396,1
18146,3418,C0751406,1
18147,3418,C0751495,1
18148,3418,C0751496,1
18149,3418,C0936248,1
18150,3418,C1383860,1
18151,3418,C1621958,1
18152,3418,C1959588,1
18153,3418,C2750850,1
18154,3418,C3152055,1
18155,3418,C3495874,1
18156,3418,C3714756,1
18157,3418,C3805278,1
18158,3418,C4316903,1
18159,3418,C4317123,1
18160,3419,C0029408,1
18161,3419,C0086743,1
18162,3420,C0751651,1
18163,3420,C1708349,1
18164,3420,C2675496,1
18165,3423,C0010278,1
18166,3423,C0020255,1
18167,3423,C0024121,1
18168,3423,C0026705,1
18169,3423,C0220994,1
18170,3423,C0242379,1
18171,3423,C2718304,1
18172,3423,C3714756,1
18173,3425,C0010278,1
18174,3425,C0020305,1
18175,3425,C0023786,1
18176,3425,C0026708,1
18177,3425,C0086431,1
18178,3425,C0086795,1
18179,3425,C0220994,1
18180,3425,C2713321,1
18181,3425,C3714756,1
18182,3426,C0162739,1
18183,3426,C0242383,1
18184,3426,C1852020,1
18185,3426,C1852021,1
18186,3426,C2752039,1
18187,3429,C0021400,1
18188,3430,C0000786,1
18189,3430,C0023893,1
18190,3431,C0006142,1
18191,3431,C1856128,1
18192,3433,C0021400,1
18193,3434,C0014175,1
18194,3434,C0021400,1
18195,3434,C0269102,1
18196,3439,C0001418,1
18197,3439,C0009402,1
18198,3439,C0019163,1
18199,3439,C0023893,1
18200,3439,C0023903,1
18201,3439,C0041696,1
18202,3439,C0042237,1
18203,3439,C0086132,1
18204,3439,C0205641,1
18205,3439,C0205642,1
18206,3439,C0205643,1
18207,3439,C0205644,1
18208,3439,C0239946,1
18209,3439,C1269683,1
18210,3439,C1527249,1
18211,3439,C2239176,1
18212,3440,C0000737,1
18213,3440,C0002878,1
18214,3440,C0002879,1
18215,3440,C0003123,1
18216,3440,C0005684,1
18217,3440,C0005695,1
18218,3440,C0009402,1
18219,3440,C0009404,1
18220,3440,C0011573,1
18221,3440,C0011991,1
18222,3440,C0015672,1
18223,3440,C0017636,1
18224,3440,C0018681,1
18225,3440,C0019196,1
18226,3440,C0019829,1
18227,3440,C0020557,1
18228,3440,C0021845,1
18229,3440,C0022660,1
18230,3440,C0023530,1
18231,3440,C0023893,1
18232,3440,C0024301,1
18233,3440,C0024304,1
18234,3440,C0025193,1
18235,3440,C0025202,1
18236,3440,C0025287,1
18237,3440,C0026764,1
18238,3440,C0027051,1
18239,3440,C0027497,1
18240,3440,C0027947,1
18241,3440,C0028838,1
18242,3440,C0030193,1
18243,3440,C0034189,1
18244,3440,C0035305,1
18245,3440,C0035309,1
18246,3440,C0036690,1
18247,3440,C0037274,1
18248,3440,C0037650,1
18249,3440,C0038325,1
18250,3440,C0038362,1
18251,3440,C0038587,1
18252,3440,C0040028,1
18253,3440,C0040034,1
18254,3440,C0040136,1
18255,3440,C0040264,1
18256,3440,C0041696,1
18257,3440,C0042170,1
18258,3440,C0042749,1
18259,3440,C0042963,1
18260,3440,C0079740,1
18261,3440,C0079741,1
18262,3440,C0079745,1
18263,3440,C0079747,1
18264,3440,C0079758,1
18265,3440,C0079765,1
18266,3440,C0079770,1
18267,3440,C0085593,1
18268,3440,C0086133,1
18269,3440,C0086189,1
18270,3440,C0086525,1
18271,3440,C0149519,1
18272,3440,C0151468,1
18273,3440,C0152266,1
