,Protein1_ID,Protein2_ID,label
5994,9240,80022,1
5995,9240,84140,1
5996,9240,84221,1
5997,9240,84708,1
5998,9240,114793,1
5999,9240,114824,1
6000,9240,128553,1
6001,9240,145483,1
6002,9240,153769,1
6003,9240,170261,1
6004,9240,200350,1
6005,9240,286380,1
6006,9240,440836,1
6007,9242,26003,1
6008,9246,10425,1
6009,9246,55223,1
6010,9246,81603,1
6011,9247,25894,1
6012,9247,83637,1
6013,9247,86614,1
6014,9247,159195,1
6015,9253,90864,1
6016,9260,25959,1
6017,9260,64098,1
6018,9260,79005,1
6019,9260,84080,1
6020,9260,139562,1
6021,9260,153020,1
6022,9260,170685,1
6023,9265,23647,1
6024,9265,90060,1
6025,9266,10256,1
6026,9266,26034,1
6027,9266,90060,1
6028,9267,90060,1
6029,9270,80125,1
6030,9278,10445,1
6031,9295,81888,1
6032,9308,89885,1
6033,9319,9587,1
6034,9319,23564,1
6035,9319,27287,1
6036,9319,51316,1
6037,9319,51700,1
6038,9319,55608,1
6039,9319,57048,1
6040,9319,64129,1
6041,9319,64411,1
6042,9319,79754,1
6043,9319,84528,1
6044,9319,84529,1
6045,9319,91156,1
6046,9319,115572,1
6047,9319,196074,1
6048,9319,200523,1
6049,9319,255374,1
6050,9319,284325,1
6051,9319,386684,1
6052,9322,23616,1
6053,9333,653499,1
6054,9338,23582,1
6055,9342,57511,1
6056,9344,337968,1
6057,9351,9618,1
6058,9351,22839,1
6059,9354,9807,1
6060,9355,9454,1
6061,9355,9743,1
6062,9355,9874,1
6063,9355,23294,1
6064,9355,29094,1
6065,9355,51645,1
6066,9355,51693,1
6067,9355,84708,1
6068,9355,132625,1
6069,9355,170082,1
6070,9355,221718,1
6071,9355,283385,1
6072,9355,388882,1
6073,9363,9491,1
6074,9370,56947,1
6075,9391,51647,1
6076,9391,84191,1
6077,9397,84320,1
6078,9399,375791,1
6079,9402,9846,1
6080,9402,64762,1
6081,9404,9883,1
6082,9404,25861,1
6083,9404,55885,1
6084,9404,257160,1
6085,9415,388677,1
6086,9421,386674,1
6087,9422,80321,1
6088,9422,85294,1
6089,9422,90933,1
6090,9422,386674,1
6091,9422,386675,1
6092,9422,386681,1
6093,9454,9454,1
6094,9454,9883,1
6095,9454,10879,1
6096,9454,23022,1
6097,9454,55138,1
6098,9454,79098,1
6099,9454,84330,1
6100,9454,90060,1
6101,9454,117245,1
6102,9454,140735,1
6103,9454,143884,1
6104,9454,146325,1
6105,9454,158297,1
6106,9454,163782,1
6107,9454,170680,1
6108,9454,170954,1
6109,9454,199720,1
6110,9454,285527,1
6111,9456,10006,1
6112,9456,10207,1
6113,9456,51225,1
6114,9457,10126,1
6115,9457,57532,1
6116,9457,59339,1
6117,9457,84914,1
6118,9457,117144,1
6119,9457,126353,1
6120,9457,147687,1
6121,9457,100526836,1
6122,9459,9815,1
6123,9459,10464,1
6124,9459,23299,1
6125,9459,57511,1
6126,9459,80125,1
6127,9459,256646,1
6128,9459,342574,1
6129,9463,9610,1
6130,9463,9759,1
6131,9463,9775,1
6132,9463,9841,1
6133,9463,9847,1
6134,9463,9852,1
6135,9463,10363,1
6136,9463,10464,1
6137,9463,10524,1
6138,9463,11144,1
6139,9463,11284,1
6140,9463,22893,1
6141,9463,23204,1
6142,9463,23244,1
6143,9463,23479,1
6144,9463,26009,1
6145,9463,27037,1
6146,9463,27309,1
6147,9463,27343,1
6148,9463,29946,1
6149,9463,29950,1
6150,9463,30836,1
6151,9463,51256,1
6152,9463,51265,1
6153,9463,51760,1
6154,9463,54793,1
6155,9463,55105,1
6156,9463,55329,1
6157,9463,55336,1
6158,9463,55536,1
6159,9463,55633,1
6160,9463,56891,1
6161,9463,56902,1
6162,9463,56915,1
6163,9463,57536,1
6164,9463,63898,1
6165,9463,64170,1
6166,9463,65265,1
6167,9463,79050,1
6168,9463,79577,1
6169,9463,79618,1
6170,9463,79622,1
6171,9463,80108,1
6172,9463,80184,1
6173,9463,80829,1
6174,9463,84080,1
6175,9463,84140,1
6176,9463,84221,1
6177,9463,84330,1
6178,9463,84525,1
6179,9463,84902,1
6180,9463,91694,1
6181,9463,91746,1
6182,9463,92170,1
6183,9463,92840,1
6184,9463,116092,1
6185,9463,121536,1
6186,9463,124790,1
6187,9463,132158,1
6188,9463,134553,1
6189,9463,138428,1
6190,9463,145483,1
6191,9463,147687,1
6192,9463,148932,1
6193,9463,152815,1
6194,9463,153527,1
6195,9463,163050,1
6196,9463,170082,1
6197,9463,196483,1
6198,9463,197322,1
6199,9463,200845,1
6200,9463,220929,1
6201,9463,246176,1
6202,9463,253635,1
6203,9463,256302,1
6204,9463,283385,1
6205,9463,285753,1
6206,9463,285987,1
6207,9463,342132,1
6208,9463,388403,1
6209,9463,389207,1
6210,9463,399693,1
6211,9463,441208,1
6212,9463,494119,1
6213,9465,53340,1
6214,9465,79959,1
6215,9467,645455,1
6216,9468,154807,1
6217,9470,64599,1
6218,9474,9817,1
6219,9474,25851,1
6220,9474,54535,1
6221,9474,83734,1
6222,9477,54797,1
6223,9482,23786,1
6224,9482,56947,1
6225,9500,9500,1
6226,9500,9883,1
6227,9500,10342,1
6228,9500,10523,1
6229,9500,23543,1
6230,9500,27237,1
6231,9500,27287,1
6232,9500,29978,1
6233,9500,64744,1
6234,9500,64927,1
6235,9500,84528,1
6236,9500,90060,1
6237,9500,91694,1
6238,9500,92345,1
6239,9500,114824,1
6240,9500,154313,1
6241,9500,254187,1
6242,9500,337968,1
6243,9500,348093,1
6244,9501,10656,1
6245,9501,159163,1
6246,9502,64395,1
6247,9513,9898,1
6248,9513,10933,1
6249,9513,29994,1
6250,9513,51265,1
6251,9513,91624,1
6252,9513,143884,1
6253,9516,23163,1
6254,9516,29924,1
6255,9516,92840,1
6256,9518,353323,1
6257,9524,201562,1
6258,9525,84936,1
6259,9529,55145,1
6260,9529,342096,1
6261,9529,353134,1
6262,9530,11332,1
6263,9530,26039,1
6264,9530,51256,1
6265,9530,51316,1
6266,9530,58529,1
6267,9530,79868,1
6268,9530,80256,1
6269,9530,83741,1
6270,9530,84878,1
6271,9530,140258,1
6272,9530,146664,1
6273,9530,220004,1
6274,9530,283208,1
6275,9530,285464,1
6276,9530,386676,1
6277,9530,653240,1
6278,9531,9802,1
6279,9531,10262,1
6280,9531,11099,1
6281,9531,114823,1
6282,9531,126393,1
6283,9531,448834,1
6284,9532,27185,1
6285,9533,10174,1
6286,9533,23619,1
6287,9533,51082,1
6288,9533,54507,1
6289,9533,54764,1
6290,9533,60491,1
6291,9533,79444,1
6292,9533,80823,1
6293,9533,139324,1
6294,9533,159195,1
6295,9533,220082,1
6296,9533,253980,1
6297,9533,254958,1
6298,9541,80125,1
6299,9541,151963,1
6300,9552,56925,1
6301,9555,285141,1
6302,9555,375791,1
6303,9562,29978,1
6304,9564,55138,1
6305,9564,399665,1
6306,9569,114932,1
6307,9570,56947,1
6308,9570,89885,1
6309,9575,56938,1
6310,9580,84914,1
6311,9580,167838,1
6312,9584,11281,1
6313,9584,55145,1
6314,9586,11030,1
6315,9586,81850,1
6316,9586,83897,1
6317,9586,83900,1
6318,9586,83901,1
6319,9586,85289,1
6320,9586,85294,1
6321,9586,125115,1
6322,9586,146664,1
6323,9586,337968,1
6324,9586,386678,1
6325,9586,386680,1
6326,9586,386682,1
6327,9586,386683,1
6328,9586,440021,1
6329,9586,440050,1
6330,9587,51763,1
6331,9587,57594,1
6332,9589,10318,1
6333,9589,10320,1
6334,9605,57594,1
6335,9605,84557,1
6336,9605,91544,1
6337,9605,153657,1
6338,9605,374355,1
6339,9605,390792,1
6340,9610,23216,1
6341,9610,24144,1
6342,9610,59349,1
6343,9610,123722,1
6344,9610,254958,1
6345,9618,22822,1
6346,9618,25894,1
6347,9618,25959,1
6348,9618,27185,1
6349,9618,51225,1
6350,9618,51256,1
6351,9618,51545,1
6352,9618,54764,1
6353,9618,54971,1
6354,9618,57594,1
6355,9618,84708,1
6356,9623,10539,1
6357,9636,11274,1
6358,9643,10464,1
6359,9643,11281,1
6360,9643,27185,1
6361,9643,57684,1
6362,9643,284252,1
6363,9649,79959,1
6364,9657,23641,1
6365,9657,91404,1
6366,9659,9841,1
6367,9659,57639,1
6368,9659,57659,1
6369,9659,57862,1
6370,9659,84330,1
6371,9659,143884,1
6372,9666,11100,1
6373,9666,115290,1
6374,9670,80714,1
6375,9672,83899,1
6376,9672,85294,1
6377,9674,386674,1
6378,9694,51016,1
6379,9702,23368,1
6380,9702,64753,1
6381,9702,79571,1
6382,9702,165055,1
6383,9702,266740,1
6384,9711,84140,1
6385,9711,171483,1
6386,9721,23294,1
6387,9721,60484,1
6388,9721,353323,1
6389,9721,353332,1
6390,9721,375791,1
6391,9721,386681,1
6392,9721,386682,1
6393,9721,386684,1
6394,9724,10464,1
6395,9724,23281,1
6396,9724,23299,1
6397,9724,29775,1
6398,9724,29911,1
6399,9724,51361,1
6400,9724,56159,1
6401,9724,80321,1
6402,9726,386676,1
6403,9741,283578,1
6404,9747,10262,1
6405,9747,11043,1
6406,9747,57786,1
6407,9747,81850,1
6408,9747,386681,1
6409,9753,23299,1
6410,9753,26609,1
6411,9753,54925,1
6412,9753,64946,1
6413,9759,10241,1
6414,9759,10464,1
6415,9759,11077,1
6416,9759,23281,1
6417,9759,23582,1
6418,9759,23641,1
6419,9759,24144,1
6420,9759,80258,1
6421,9759,80705,1
6422,9759,117178,1
6423,9759,123722,1
6424,9759,125115,1
6425,9759,202243,1
6426,9759,342574,1
6427,9759,440295,1
6428,9775,10419,1
6429,9775,10919,1
6430,9779,11345,1
6431,9779,23194,1
6432,9779,23710,1
6433,9779,27159,1
6434,9782,25894,1
6435,9782,51655,1
6436,9782,54039,1
6437,9782,80705,1
6438,9782,342574,1
6439,9784,10567,1
6440,9792,64098,1
6441,9792,91156,1
6442,9798,27324,1
6443,9798,29978,1
6444,9802,9802,1
6445,9802,10043,1
6446,9802,10254,1
6447,9802,10318,1
6448,9802,10342,1
6449,9802,10422,1
6450,9802,10477,1
6451,9802,23163,1
6452,9802,23201,1
6453,9802,23327,1
6454,9802,23543,1
6455,9802,26043,1
6456,9802,27351,1
6457,9802,29978,1
6458,9802,54165,1
6459,9802,54458,1
6460,9802,54472,1
6461,9802,54932,1
6462,9802,55048,1
6463,9802,55432,1
6464,9802,56852,1
6465,9802,64744,1
6466,9802,79666,1
6467,9802,83640,1
6468,9802,84528,1
6469,9802,112942,1
6470,9802,115572,1
6471,9802,130617,1
6472,9802,259234,1
6473,9802,337966,1
6474,9802,375287,1
6475,9807,54507,1
6476,9810,22981,1
6477,9810,27185,1
6478,9810,51421,1
6479,9811,11269,1
6480,9811,51324,1
6481,9811,57409,1
6482,9811,124790,1
6483,9817,10072,1
6484,9817,10762,1
6485,9817,11275,1
6486,9817,25861,1
6487,9817,26249,1
6488,9817,27258,1
6489,9817,55620,1
6490,9817,79728,1
6491,9817,79892,1
6492,9817,85403,1
6493,9817,150864,1
6494,9817,388969,1
6495,9818,57511,1
6496,9830,11099,1
6497,9830,26121,1
6498,9830,26240,1
6499,9830,51324,1
6500,9830,64170,1
6501,9830,80022,1
6502,9830,81792,1
6503,9830,84619,1
6504,9830,84708,1
6505,9830,149371,1
6506,9830,202243,1
6507,9830,284001,1
6508,9830,339834,1
6509,9841,11281,1
6510,9841,22913,1
6511,9841,23149,1
6512,9841,23641,1
6513,9841,28999,1
6514,9841,51193,1
6515,9841,60468,1
6516,9841,64061,1
6517,9841,64395,1
6518,9841,80321,1
6519,9841,80821,1
6520,9841,84708,1
6521,9841,85294,1
6522,9841,90933,1
6523,9841,116115,1
6524,9841,126375,1
6525,9841,221504,1
6526,9841,386674,1
6527,9841,386682,1
6528,9841,431707,1
6529,9841,440295,1
6530,9841,653121,1
6531,9851,54535,1
6532,9851,54763,1
6533,9851,55329,1
6534,9851,84260,1
6535,9852,11077,1
6536,9852,23619,1
6537,9852,54793,1
6538,9852,57159,1
6539,9852,65982,1
6540,9852,116840,1
6541,9852,159195,1
6542,9852,378951,1
6543,9863,51248,1
6544,9871,10483,1
6545,9871,10484,1
6546,9873,26121,1
6547,9873,60561,1
6548,9873,79005,1
6549,9873,83878,1
6550,9873,114928,1
6551,9873,246100,1
6552,9878,54870,1
6553,9880,10733,1
6554,9880,23028,1
6555,9880,170082,1
6556,9883,10551,1
6557,9883,10615,1
6558,9883,23633,1
6559,9883,24144,1
6560,9883,27324,1
6561,9883,57511,1
6562,9883,66037,1
6563,9883,79959,1
6564,9896,55697,1
6565,9925,51043,1
6566,9929,23281,1
6567,9929,29775,1
6568,9929,54507,1
6569,9929,81850,1
6570,9929,83899,1
6571,9929,85294,1
6572,9929,125115,1
6573,9929,386681,1
6574,9929,388677,1
6575,9958,50628,1
6576,9958,342096,1
6577,9961,9961,1
6578,9963,10768,1
6579,9963,30008,1
6580,9963,81850,1
6581,9963,81851,1
6582,9963,83900,1
6583,9963,386683,1
6584,9975,81850,1
6585,9975,81851,1
6586,9975,83897,1
6587,9975,353323,1
6588,9975,375791,1
6589,9975,386681,1
6590,9975,386682,1
6591,9975,386683,1
6592,9978,11146,1
6593,9978,353323,1
6594,9984,64112,1
6595,9984,246100,1
6596,10006,23114,1
6597,10006,54535,1
6598,10006,64783,1
6599,10006,64927,1
6600,10006,79843,1
6601,10006,84080,1
6602,10006,150248,1
6603,10006,284001,1
6604,10006,340527,1
6605,10009,79792,1
6606,10009,205860,1
6607,10016,55048,1
6608,10016,553115,1
6609,10017,390535,1
6610,10019,162632,1
6611,10020,54507,1
6612,10020,81851,1
6613,10020,146664,1
6614,10020,337968,1
6615,10020,375791,1
6616,10020,386681,1
6617,10020,386682,1
6618,10020,386683,1
6619,10020,388677,1
6620,10020,448834,1
6621,10024,22924,1
6622,10036,11281,1
6623,10040,54472,1
6624,10040,644945,1
6625,10042,64061,1
6626,10043,29992,1
6627,10043,54472,1
6628,10043,55222,1
6629,10054,391257,1
6630,10063,386681,1
6631,10069,81786,1
6632,10083,56124,1
6633,10083,257629,1
6634,10087,10087,1
6635,10087,81569,1
6636,10087,92840,1
6637,10094,140893,1
6638,10101,375791,1
6639,10102,10928,1
6640,10107,54765,1
6641,10107,84708,1
6642,10124,79983,1
6643,10126,84304,1
6644,10127,51282,1
6645,10127,84708,1
6646,10127,90933,1
6647,10127,342945,1
6648,10133,10137,1
6649,10133,11281,1
6650,10133,54476,1
6651,10133,57561,1
6652,10133,64786,1
6653,10135,25862,1
6654,10138,139212,1
6655,10138,494119,1
6656,10152,10152,1
6657,10152,10174,1
6658,10152,10278,1
6659,10152,10810,1
6660,10152,22954,1
6661,10152,23616,1
6662,10152,23636,1
6663,10152,25894,1
6664,10152,27156,1
6665,10152,27185,1
6666,10152,51225,1
6667,10152,54620,1
6668,10152,54785,1
6669,10152,57176,1
6670,10152,57513,1
6671,10152,64946,1
6672,10152,80817,1
6673,10152,81850,1
6674,10152,83878,1
6675,10152,84445,1
6676,10152,84708,1
6677,10152,122183,1
6678,10152,145483,1
6679,10152,339834,1
6680,10152,340527,1
6681,10152,342574,1
6682,10152,645455,1
6683,10169,22913,1
6684,10169,55145,1
6685,10169,66037,1
6686,10169,122183,1
6687,10169,337972,1
6688,10169,353323,1
6689,10169,375791,1
6690,10172,386675,1
6691,10174,10464,1
6692,10174,25839,1
6693,10174,25959,1
6694,10174,29948,1
6695,10174,29959,1
6696,10174,51307,1
6697,10174,51324,1
6698,10174,54535,1
6699,10174,54620,1
6700,10174,54955,1
6701,10174,55048,1
6702,10174,63898,1
6703,10174,79005,1
6704,10174,79025,1
6705,10174,79696,1
6706,10174,80022,1
6707,10174,80256,1
6708,10174,80705,1
6709,10174,84069,1
6710,10174,84080,1
6711,10174,84330,1
6712,10174,113179,1
6713,10174,144402,1
6714,10174,144717,1
6715,10174,147179,1
6716,10174,154865,1
6717,10174,170954,1
6718,10174,221184,1
6719,10174,254187,1
6720,10174,284001,1
6721,10174,285755,1
6722,10174,399693,1
6723,10175,56947,1
6724,10175,135656,1
6725,10179,283234,1
6726,10190,11178,1
6727,10190,11340,1
6728,10193,58478,1
6729,10197,54458,1
6730,10197,54620,1
6731,10197,54778,1
6732,10197,54819,1
6733,10197,55668,1
6734,10197,79446,1
6735,10197,84078,1
6736,10197,84708,1
6737,10197,85403,1
6738,10197,126282,1
6739,10204,23636,1
6740,10204,29946,1
6741,10207,54550,1
6742,10207,54810,1
6743,10207,285753,1
6744,10212,10212,1
6745,10214,29079,1
6746,10214,220082,1
6747,10214,342574,1
6748,10219,23484,1
6749,10232,10513,1
6750,10237,56947,1
6751,10241,23710,1
6752,10241,25801,1
6753,10241,25804,1
6754,10241,26505,1
6755,10241,27132,1
6756,10241,51032,1
6757,10241,51564,1
6758,10241,55138,1
6759,10241,57332,1
6760,10241,79797,1
6761,10241,79943,1
6762,10241,84069,1
6763,10241,84330,1
6764,10241,127665,1
6765,10241,154865,1
6766,10241,440738,1
6767,10248,54913,1
6768,10249,388677,1
6769,10252,11077,1
6770,10252,54507,1
6771,10252,81850,1
6772,10252,81851,1
6773,10252,353140,1
6774,10252,353323,1
6775,10252,375791,1
6776,10252,386681,1
6777,10252,386683,1
6778,10252,388677,1
6779,10254,29978,1
6780,10254,29979,1
6781,10254,57542,1
6782,10254,57561,1
6783,10256,84619,1
6784,10262,26039,1
6785,10262,83640,1
6786,10262,143884,1
6787,10263,114932,1
6788,10268,375791,1
6789,10268,388677,1
6790,10273,26575,1
6791,10273,118427,1
6792,10278,79090,1
6793,10278,83942,1
6794,10282,63908,1
6795,10282,147872,1
6796,10286,11077,1
6797,10287,57532,1
6798,10287,199834,1
6799,10293,10982,1
6800,10302,56850,1
6801,10302,81565,1
6802,10302,84832,1
6803,10302,167838,1
6804,10313,129531,1
6805,10313,151393,1
6806,10313,169026,1
6807,10318,10318,1
6808,10318,10464,1
6809,10318,11345,1
6810,10318,23710,1
6811,10318,29922,1
6812,10318,65265,1
6813,10318,114823,1
6814,10318,153527,1
6815,10318,200081,1
6816,10318,337966,1
6817,10318,337967,1
6818,10318,337968,1
6819,10318,375791,1
6820,10318,440738,1
6821,10320,10445,1
6822,10320,29922,1
6823,10320,51265,1
6824,10320,54955,1
6825,10320,55885,1
6826,10320,64396,1
6827,10320,65265,1
6828,10320,80256,1
6829,10320,84914,1
6830,10320,143884,1
6831,10320,164127,1
6832,10320,339448,1
6833,10320,375287,1
6834,10320,401508,1
6835,10332,254827,1
6836,10342,10342,1
6837,10342,23201,1
6838,10342,25894,1
6839,10342,51324,1
6840,10342,81857,1
6841,10342,93487,1
6842,10342,114823,1
6843,10342,122183,1
6844,10361,79156,1
6845,10362,51322,1
6846,10362,64753,1
6847,10362,83878,1
6848,10363,60468,1
6849,10363,64753,1
6850,10363,83878,1
6851,10363,541468,1
6852,10399,159195,1
6853,10403,23368,1
6854,10403,51019,1
6855,10403,54535,1
6856,10403,58513,1
6857,10403,64753,1
6858,10403,84708,1
6859,10403,112869,1
6860,10403,285180,1
6861,10411,54764,1
6862,10419,11140,1
6863,10419,54955,1
6864,10419,55093,1
6865,10419,84708,1
6866,10419,116225,1
6867,10421,79090,1
6868,10422,11281,1
6869,10422,23321,1
6870,10423,56947,1
6871,10423,84708,1
6872,10430,147872,1
6873,10430,388633,1
6874,10443,10465,1
6875,10445,10464,1
6876,10445,23216,1
6877,10445,23368,1
6878,10445,25959,1
6879,10445,55536,1
6880,10445,57673,1
6881,10445,64061,1
6882,10445,64375,1
6883,10445,64753,1
6884,10445,65056,1
6885,10445,79618,1
6886,10445,80817,1
6887,10445,116840,1
6888,10445,123722,1
6889,10445,220082,1
6890,10445,375791,1
6891,10451,54764,1
6892,10458,22941,1
6893,10458,57511,1
6894,10459,22806,1
6895,10460,27018,1
6896,10460,117286,1
6897,10460,132671,1
6898,10460,151254,1
6899,10460,340359,1
6900,10464,10529,1
6901,10464,10569,1
6902,10464,10933,1
6903,10464,11140,1
6904,10464,11178,1
6905,10464,11281,1
6906,10464,22981,1
6907,10464,23243,1
6908,10464,23281,1
6909,10464,23526,1
6910,10464,26012,1
6911,10464,27156,1
6912,10464,27185,1
6913,10464,29775,1
6914,10464,29911,1
6915,10464,51760,1
6916,10464,54535,1
6917,10464,54906,1
6918,10464,55132,1
6919,10464,55758,1
6920,10464,55898,1
6921,10464,56850,1
6922,10464,57332,1
6923,10464,57594,1
6924,10464,58500,1
6925,10464,64147,1
6926,10464,64170,1
6927,10464,64395,1
6928,10464,79640,1
6929,10464,80125,1
6930,10464,80254,1
6931,10464,84080,1
6932,10464,84140,1
6933,10464,91156,1
6934,10464,132671,1
6935,10464,147687,1
6936,10464,154796,1
6937,10464,170954,1
6938,10464,196441,1
6939,10464,254958,1
6940,10464,374407,1
6941,10465,29978,1
6942,10465,162632,1
6943,10467,353323,1
6944,10467,386682,1
6945,10474,112869,1
6946,10475,23270,1
6947,10475,26003,1
6948,10475,222166,1
6949,10477,55223,1
6950,10477,91445,1
6951,10477,135892,1
6952,10482,11077,1
6953,10482,29979,1
6954,10482,60468,1
6955,10482,254958,1
6956,10482,440295,1
6957,10483,10484,1
6958,10484,11196,1
6959,10484,23251,1
6960,10484,51729,1
6961,10484,57594,1
6962,10484,113878,1
6963,10484,375056,1
6964,10486,10486,1
6965,10486,84890,1
6966,10490,147872,1
6967,10490,286827,1
6968,10492,56341,1
6969,10495,26003,1
6970,10495,27158,1
6971,10495,55093,1
6972,10495,84282,1
6973,10495,117286,1
6974,10513,11167,1
6975,10513,11282,1
6976,10513,22845,1
6977,10513,23212,1
6978,10513,27037,1
6979,10513,27131,1
6980,10513,27153,1
6981,10513,50808,1
6982,10513,51213,1
6983,10513,51631,1
6984,10513,53822,1
6985,10513,55890,1
6986,10513,55915,1
6987,10513,56301,1
6988,10513,57130,1
6989,10513,64860,1
6990,10513,80154,1
6991,10513,117166,1
6992,10513,221060,1
6993,10513,285755,1
6994,10513,338382,1
6995,10513,353116,1
6996,10513,441150,1
6997,10522,79959,1
6998,10523,23543,1
6999,10523,84970,1
7000,10524,11178,1
7001,10524,22806,1
7002,10524,23149,1
7003,10524,57621,1
7004,10524,60468,1
7005,10524,64395,1
7006,10524,80318,1
7007,10524,80321,1
7008,10524,116115,1
7009,10524,139212,1
7010,10524,154881,1
7011,10524,202243,1
7012,10529,10615,1
7013,10529,342096,1
7014,10534,10574,1
7015,10534,22948,1
7016,10539,23005,1
7017,10539,23173,1
7018,10539,26002,1
7019,10539,55521,1
7020,10539,55758,1
7021,10539,57019,1
7022,10539,83755,1
7023,10539,83901,1
7024,10539,85289,1
7025,10539,342132,1
7026,10539,386680,1
7027,10539,386681,1
7028,10539,386682,1
7029,10539,388962,1
7030,10540,10540,1
7031,10540,27342,1
7032,10540,54785,1
7033,10540,60561,1
7034,10541,23633,1
7035,10542,389541,1
7036,10562,64581,1
7037,10567,22954,1
7038,10567,23592,1
7039,10567,26100,1
7040,10567,29886,1
7041,10567,29887,1
7042,10567,55093,1
7043,10567,65009,1
7044,10579,54785,1
7045,10581,81851,1
7046,10586,10865,1
7047,10586,440295,1
7048,10589,51616,1
7049,10597,27095,1
7050,10597,58513,1
7051,10602,11316,1
7052,10606,10606,1
7053,10612,10612,1
7054,10612,23321,1
7055,10612,65264,1
7056,10612,80321,1
7057,10612,84669,1
7058,10612,84708,1
7059,10612,154881,1
7060,10613,155465,1
7061,10615,91156,1
7062,10615,137209,1
7063,10616,64927,1
7064,10617,51652,1
7065,10623,23633,1
7066,10623,27185,1
7067,10623,140893,1
7068,10633,57594,1
7069,10634,29899,1
7070,10640,53916,1
7071,10640,54536,1
7072,10640,55081,1
7073,10640,127703,1
7074,10640,155060,1
7075,10640,159989,1
7076,10651,29978,1
7077,10656,56122,1
7078,10656,57104,1
7079,10656,64926,1
7080,10656,79797,1
7081,10656,112574,1
7082,10656,202559,1
7083,10656,254187,1
7084,10656,256329,1
7085,10656,284346,1
7086,10656,339344,1
7087,10656,399693,1
7088,10667,54971,1
7089,10667,57085,1
7090,10667,60468,1
7091,10667,116173,1
7092,10667,220082,1
7093,10667,375791,1
7094,10682,388633,1
7095,10687,11140,1
7096,10687,26505,1
7097,10687,80764,1
7098,10687,84080,1
7099,10687,84914,1
7100,10717,79177,1
7101,10717,146705,1
7102,10733,115572,1
7103,10733,374407,1
7104,10767,53918,1
7105,10768,10768,1
7106,10773,57684,1
7107,10781,23281,1
7108,10783,11099,1
7109,10783,22887,1
7110,10783,24144,1
7111,10783,54550,1
7112,10783,54906,1
7113,10783,57536,1
7114,10783,64753,1
7115,10783,79959,1
7116,10783,84914,1
7117,10783,84988,1
7118,10783,140258,1
7119,10783,220082,1
7120,10783,339834,1
7121,10791,65983,1
7122,10791,112755,1
7123,10794,27309,1
7124,10801,11077,1
7125,10802,159195,1
7126,10810,25959,1
7127,10810,64926,1
7128,10811,11281,1
7129,10811,57459,1
7130,10811,80321,1
7131,10817,51350,1
7132,10817,54507,1
7133,10817,83637,1
7134,10817,222546,1
7135,10817,375791,1
7136,10817,386681,1
7137,10817,388677,1
7138,10847,80823,1
7139,10847,145282,1
7140,10865,23371,1
7141,10865,66037,1
7142,10865,348093,1
7143,10865,375791,1
7144,10868,11077,1
7145,10868,65986,1
7146,10868,79797,1
7147,10868,80823,1
7148,10868,89885,1
7149,10868,114928,1
7150,10868,246100,1
7151,10868,339834,1
7152,10874,51473,1
7153,10874,81851,1
7154,10874,375791,1
7155,10874,386674,1
7156,10874,386683,1
7157,10874,388677,1
7158,10892,55527,1
7159,10894,83899,1
7160,10894,375791,1
7161,10900,55565,1
7162,10900,58500,1
7163,10900,84080,1
7164,10900,84708,1
7165,10902,123722,1
7166,10902,347918,1
7167,10904,375791,1
7168,10912,23151,1
7169,10912,84080,1
7170,10912,134265,1
7171,10919,11278,1
7172,10919,51274,1
7173,10919,55729,1
7174,10919,58499,1
7175,10919,253461,1
7176,10921,84530,1
7177,10921,159163,1
7178,10928,23368,1
7179,10928,23641,1
7180,10928,51421,1
7181,10928,54535,1
7182,10928,84437,1
7183,10928,89958,1
7184,10928,93426,1
7185,10933,11178,1
7186,10933,57684,1
7187,10933,64168,1
7188,10933,79618,1
7189,10933,84456,1
7190,10933,93621,1
7191,10933,114932,1
7192,10934,55257,1
7193,10934,93621,1
7194,10934,114932,1
7195,10938,10938,1
7196,10951,22893,1
7197,10951,84708,1
7198,10954,81850,1
7199,10969,80321,1
7200,10971,202243,1
7201,10978,283989,1
7202,10982,10982,1
7203,10982,22919,1
7204,10982,55118,1
7205,10982,84708,1
7206,10982,246176,1
7207,11007,84914,1
7208,11007,401541,1
7209,11011,80321,1
7210,11020,51668,1
7211,11030,23201,1
7212,11030,23543,1
7213,11030,51352,1
7214,11030,55048,1
7215,11030,57088,1
7216,11030,90060,1
7217,11030,158572,1
7218,11030,221662,1
7219,11030,285464,1
7220,11030,348093,1
7221,11030,388324,1
7222,11030,388818,1
7223,11030,391104,1
7224,11043,11178,1
7225,11043,23650,1
7226,11043,26003,1
7227,11043,26012,1
7228,11043,26240,1
7229,11043,26505,1
7230,11043,27238,1
7231,11043,27342,1
7232,11043,51324,1
7233,11043,51350,1
7234,11043,54461,1
7235,11043,54507,1
7236,11043,54535,1
7237,11043,54764,1
7238,11043,54906,1
7239,11043,55138,1
7240,11043,55633,1
7241,11043,55885,1
7242,11043,56891,1
7243,11043,57159,1
7244,11043,57332,1
7245,11043,64147,1
7246,11043,64395,1
7247,11043,79169,1
7248,11043,79797,1
7249,11043,79810,1
7250,11043,79862,1
7251,11043,80125,1
7252,11043,80256,1
7253,11043,80258,1
7254,11043,83659,1
7255,11043,84080,1
7256,11043,84271,1
7257,11043,84823,1
7258,11043,91694,1
7259,11043,123722,1
7260,11043,126070,1
7261,11043,126375,1
7262,11043,127665,1
7263,11043,138639,1
